spatial_unit,region_type,manual_score,entropy_score,pca_score,score_spread,manual_rank,entropy_rank,pca_rank
8731aa783ffffff,mixed_evening_area,22.26,15.91,6.49,15.770000000000001,658,849,644
8731aa060ffffff,mixed_evening_area,22.26,15.05,6.74,15.520000000000001,658,908,534
8731aac6effffff,transport_hub_like,22.25,13.0,4.66,17.59,660,1013,1036
8731aaca4ffffff,mixed_evening_area,22.25,13.05,6.55,15.7,660,1011,574
8731aa771ffffff,transport_hub_like,22.25,13.0,4.66,17.59,660,1013,1036
8731aa490ffffff,transport_hub_like,22.25,13.0,4.66,17.59,660,1013,1036
87318185affffff,mixed_evening_area,22.25,13.0,4.66,17.59,660,1013,1036
8731818b6ffffff,transport_hub_like,22.25,13.0,4.66,17.59,660,1013,1036
8731aa0caffffff,transport_hub_like,22.25,13.0,4.66,17.59,660,1013,1036
8731aa856ffffff,mixed_evening_area,22.25,13.0,4.66,17.59,660,1013,1036
8731aa161ffffff,mixed_evening_area,22.25,13.0,4.66,17.59,660,1013,1036
8731aac92ffffff,mixed_evening_area,22.23,20.77,6.15,16.08,669,569,694
8731aac49ffffff,mixed_evening_area,22.2,14.77,7.36,14.84,670,921,460
8731aa8d9ffffff,mixed_evening_area,22.16,29.97,3.62,26.349999999999998,671,281,1345
8731aa71affffff,mixed_evening_area,22.15,17.88,5.65,16.5,672,747,794
8731ab554ffffff,mixed_evening_area,22.08,22.53,5.33,17.200000000000003,673,487,866
8731aac85ffffff,mixed_evening_area,22.08,22.53,5.33,17.200000000000003,673,487,866
8731aa122ffffff,mixed_evening_area,22.05,15.62,6.0,16.05,675,881,716
8731aa0c4ffffff,mixed_evening_area,22.04,18.84,7.03,15.009999999999998,676,681,498
8731aa574ffffff,mixed_evening_area,22.03,13.8,7.64,14.39,677,972,431
873181b60ffffff,mixed_evening_area,21.99,16.95,6.04,15.95,678,806,710
873181811ffffff,mixed_evening_area,21.95,25.6,4.29,21.310000000000002,679,391,1145
8731aa48cffffff,mixed_evening_area,21.9,17.51,6.26,15.639999999999999,680,776,676
873185255ffffff,mixed_evening_area,21.9,19.31,6.45,15.45,680,657,647
8731aa4d3ffffff,mixed_evening_area,21.87,14.97,6.45,15.420000000000002,682,910,647
8731aa7a0ffffff,mixed_evening_area,21.86,14.13,7.04,14.82,683,951,496
873181861ffffff,mixed_evening_area,21.85,23.34,5.8,17.54,684,455,754
8731aa073ffffff,mixed_evening_area,21.82,16.28,7.35,14.47,685,837,461
873181929ffffff,mixed_evening_area,21.81,24.83,3.25,21.58,686,412,1498
873181853ffffff,mixed_evening_area,21.81,26.13,4.08,22.049999999999997,686,372,1221
87318186dffffff,transport_hub_like,21.81,12.73,4.52,17.29,686,1035,1079
8731aac6cffffff,transport_hub_like,21.8,12.72,4.52,17.28,689,1036,1079
8731ae2aaffffff,transport_hub_like,21.8,12.72,4.52,17.28,689,1036,1079
8731aa74cffffff,transport_hub_like,21.8,12.72,4.52,17.28,689,1036,1079
8731aa8abffffff,transport_hub_like,21.8,12.72,4.52,17.28,689,1036,1079
8731aad9bffffff,transport_hub_like,21.8,12.72,4.52,17.28,689,1036,1079
8731aac1effffff,transport_hub_like,21.8,12.72,4.52,17.28,689,1036,1079
8731aa32dffffff,mixed_evening_area,21.79,20.39,5.79,16.0,695,593,755
8731aa668ffffff,mixed_evening_area,21.78,20.58,5.78,16.0,696,582,760
8731aac9dffffff,mixed_evening_area,21.77,14.94,6.79,14.98,697,913,524
8731aa150ffffff,mixed_evening_area,21.76,17.87,5.46,16.3,698,748,839
8731aacacffffff,mixed_evening_area,21.73,15.59,6.5,15.23,699,882,578
8731aa7b2ffffff,mixed_evening_area,21.72,17.05,6.85,14.87,700,800,519
87318536cffffff,mixed_evening_area,21.7,21.53,3.57,18.13,701,532,1380
8731abd92ffffff,mixed_evening_area,21.68,21.23,5.45,16.23,702,548,842
873181a13ffffff,mixed_evening_area,21.68,25.55,3.14,22.41,702,393,1544
8731aacc8ffffff,mixed_evening_area,21.67,13.72,7.24,14.430000000000001,704,977,481
873181d61ffffff,mixed_evening_area,21.67,13.44,4.41,17.26,704,990,1113
8731aa49effffff,mixed_evening_area,21.67,13.44,4.41,17.26,704,990,1113
8731aacf4ffffff,mixed_evening_area,21.63,13.43,6.31,15.32,707,993,669
8731aa725ffffff,mixed_evening_area,21.62,13.21,6.34,15.280000000000001,708,1005,667
8731aa184ffffff,mixed_evening_area,21.59,17.48,5.5,16.09,709,779,834
8731aa0a1ffffff,mixed_evening_area,21.57,14.48,6.25,15.32,710,935,677
8731aac88ffffff,mixed_evening_area,21.52,15.81,6.15,15.37,711,857,694
8731aaca5ffffff,mixed_evening_area,21.52,15.85,5.94,15.579999999999998,711,853,724
8731aa7a6ffffff,transport_hub_like,21.48,13.1,4.98,16.5,713,1009,948
8731aa689ffffff,mixed_evening_area,21.46,24.48,4.06,20.42,714,421,1224
8731aa684ffffff,mixed_evening_area,21.45,20.79,5.4,16.049999999999997,715,568,851
873181a35ffffff,mixed_evening_area,21.44,25.17,3.53,21.64,716,403,1386
8731aa680ffffff,mixed_evening_area,21.42,17.41,6.42,15.000000000000002,717,785,655
8731aac9cffffff,mixed_evening_area,21.41,15.86,6.37,15.04,718,852,660
8731aa104ffffff,mixed_evening_area,21.41,15.58,6.75,14.66,718,883,532
8731aacedffffff,mixed_evening_area,21.36,18.82,5.56,15.8,720,682,818
8731aaa99ffffff,mixed_evening_area,21.34,20.02,5.63,15.71,721,614,804
8731aaacaffffff,mixed_evening_area,21.32,22.58,5.19,17.389999999999997,722,483,896
873181944ffffff,return_destination,21.31,21.48,5.3,16.18,723,534,871
8731aa4cdffffff,mixed_evening_area,21.3,15.43,6.48,14.82,724,888,646
8731aa0acffffff,mixed_evening_area,21.28,15.73,5.89,15.39,725,860,728
8731aa686ffffff,mixed_evening_area,21.28,23.27,4.71,18.56,725,459,1022
8731aa4ddffffff,mixed_evening_area,21.26,14.88,6.95,14.310000000000002,727,916,506
8731aa8d5ffffff,mixed_evening_area,21.26,21.37,3.99,17.380000000000003,727,538,1244
8731aace9ffffff,mixed_evening_area,21.24,24.95,3.98,20.97,729,408,1246
8731aa08cffffff,mixed_evening_area,21.22,14.51,6.85,14.37,730,933,519
8731aa19effffff,mixed_evening_area,21.22,11.97,7.25,13.969999999999999,730,1076,479
8731aa372ffffff,mixed_evening_area,21.22,20.23,6.17,15.049999999999999,730,600,687
8731aa78cffffff,mixed_evening_area,21.19,12.82,5.22,15.970000000000002,733,1032,888
873181b58ffffff,mixed_evening_area,21.15,13.25,4.21,16.939999999999998,734,1004,1168
8731aa10effffff,mixed_evening_area,21.14,24.94,4.39,20.55,735,410,1123
8731aa376ffffff,mixed_evening_area,21.14,21.13,5.64,15.5,735,551,799
8731aaa8affffff,mixed_evening_area,21.13,22.42,5.79,16.630000000000003,737,494,755
8731aa0f2ffffff,mixed_evening_area,21.11,14.73,7.28,13.829999999999998,738,925,473
8731aacf2ffffff,mixed_evening_area,21.08,17.76,5.67,15.409999999999998,739,752,786
8731aa799ffffff,mixed_evening_area,21.08,16.35,5.77,15.309999999999999,739,836,762
8731aa0f6ffffff,mixed_evening_area,21.07,13.44,6.16,14.91,741,990,692
8731aa4b2ffffff,return_destination,21.06,19.47,5.4,15.659999999999998,742,651,851
8731aa106ffffff,return_destination,21.05,21.54,4.59,16.95,743,528,1057
8731aa364ffffff,mixed_evening_area,21.04,18.88,5.89,15.149999999999999,744,679,728
8731aa086ffffff,mixed_evening_area,21.04,16.27,6.52,14.52,744,839,577
8731aacb6ffffff,mixed_evening_area,21.0,25.86,4.04,21.82,746,386,1230
8731aa02cffffff,mixed_evening_area,20.99,19.26,5.62,15.369999999999997,747,662,806
8731aa072ffffff,mixed_evening_area,20.98,16.02,6.25,14.73,748,846,677
873185b09ffffff,mixed_evening_area,20.97,24.79,4.7,20.09,749,413,1026
873181b6dffffff,mixed_evening_area,20.94,18.96,5.12,15.82,750,676,911
8731aa075ffffff,mixed_evening_area,20.93,14.25,6.88,14.05,751,942,515
8731aa151ffffff,mixed_evening_area,20.91,18.74,5.82,15.09,752,687,749
8731aa185ffffff,mixed_evening_area,20.9,12.51,6.23,14.669999999999998,753,1051,681
8731aa19bffffff,mixed_evening_area,20.89,16.63,6.02,14.870000000000001,754,821,713
8731aa72bffffff,mixed_evening_area,20.89,12.02,6.18,14.71,754,1073,686
8731aa088ffffff,mixed_evening_area,20.82,18.45,6.17,14.65,756,703,687
8731aa782ffffff,mixed_evening_area,20.81,14.44,6.31,14.5,757,936,669
8731aa008ffffff,mixed_evening_area,20.78,14.23,6.42,14.360000000000001,758,944,655
8731aa32cffffff,mixed_evening_area,20.76,17.28,6.35,14.410000000000002,759,793,663
8731aa72dffffff,mixed_evening_area,20.74,19.99,5.0,15.739999999999998,760,615,936
873181b50ffffff,transport_hub_like,20.71,12.98,4.07,16.64,761,1021,1222
8731aaad3ffffff,mixed_evening_area,20.69,16.58,6.03,14.66,762,823,712
8731aa512ffffff,mixed_evening_area,20.68,12.92,6.59,14.09,763,1025,569
8731aa018ffffff,mixed_evening_area,20.53,14.73,6.57,13.96,764,925,572
8731aa000ffffff,mixed_evening_area,20.52,12.28,7.11,13.41,765,1059,490
8731aac8affffff,mixed_evening_area,20.52,12.97,7.2,13.32,765,1023,483
8731aa448ffffff,mixed_evening_area,20.51,12.68,6.88,13.630000000000003,767,1044,515
87318180dffffff,mixed_evening_area,20.5,21.09,5.21,15.879999999999999,768,555,892
8731aa795ffffff,mixed_evening_area,20.5,16.09,5.56,14.940000000000001,768,842,818
8731852dbffffff,mixed_evening_area,20.49,23.79,4.39,19.4,770,446,1123
8731aa4caffffff,mixed_evening_area,20.46,16.51,5.98,14.48,771,826,719
8731aa06dffffff,mixed_evening_area,20.46,16.83,5.48,14.98,771,809,835
873181845ffffff,mixed_evening_area,20.4,11.86,6.6,13.799999999999999,773,1080,566
8731a8483ffffff,mixed_evening_area,20.37,23.89,3.22,20.67,774,442,1501
873181b62ffffff,return_destination,20.35,20.71,5.64,15.07,775,573,799
8731aaaddffffff,mixed_evening_area,20.32,20.08,5.29,15.030000000000001,776,610,875
873181969ffffff,mixed_evening_area,20.31,23.02,4.53,18.49,777,468,1076
8731ae6b4ffffff,mixed_evening_area,20.3,19.54,4.62,15.68,778,647,1054
873181918ffffff,mixed_evening_area,20.28,25.62,2.59,23.03,779,390,1656
8731aace5ffffff,mixed_evening_area,20.28,15.9,6.09,14.190000000000001,779,850,705
8731aa00cffffff,mixed_evening_area,20.24,12.12,6.87,13.369999999999997,781,1065,518
87318524dffffff,mixed_evening_area,20.23,16.96,5.3,14.93,782,805,871
873181b44ffffff,mixed_evening_area,20.22,20.27,4.38,15.89,783,598,1126
8731aa5b4ffffff,mixed_evening_area,20.22,18.42,5.26,14.959999999999999,783,705,882
8731aa676ffffff,mixed_evening_area,20.2,19.91,5.04,15.16,785,622,927
8731aa05cffffff,mixed_evening_area,20.2,18.44,4.23,15.969999999999999,785,704,1162
8731aa70dffffff,mixed_evening_area,20.19,12.08,6.16,14.030000000000001,787,1066,692
8731aa4b3ffffff,mixed_evening_area,20.19,12.69,6.66,13.530000000000001,787,1042,547
8731aa592ffffff,mixed_evening_area,20.13,18.85,6.12,14.009999999999998,789,680,699
8731aabb3ffffff,mixed_evening_area,20.05,25.96,2.38,23.580000000000002,790,377,1679
8731aa58effffff,mixed_evening_area,20.0,18.17,5.66,14.34,791,723,791
873185264ffffff,mixed_evening_area,19.99,16.7,4.92,15.069999999999999,792,816,962
87318186effffff,mixed_evening_area,19.98,24.04,4.47,19.57,793,438,1101
8731aa8f4ffffff,mixed_evening_area,19.94,10.65,6.11,13.830000000000002,794,1210,702
8731aaaaeffffff,mixed_evening_area,19.93,18.33,4.43,15.5,795,708,1109
8731aa01dffffff,transport_hub_like,19.93,11.46,5.52,14.41,795,1109,831
8731aaad2ffffff,mixed_evening_area,19.86,14.0,6.43,13.43,797,958,653
873181b40ffffff,mixed_evening_area,19.84,11.95,5.11,14.73,798,1077,916
8731aaad9ffffff,mixed_evening_area,19.78,17.44,5.77,14.010000000000002,799,781,762
8731aa858ffffff,mixed_evening_area,19.77,17.18,4.91,14.86,800,796,964
873181b5cffffff,mixed_evening_area,19.7,24.51,4.39,20.12,801,418,1123
8731aa003ffffff,transport_hub_like,19.65,17.31,4.12,15.529999999999998,802,792,1202
8731aac4bffffff,return_destination,19.63,17.59,6.22,13.41,803,774,682
8731aa6a4ffffff,mixed_evening_area,19.62,15.09,6.05,13.57,804,905,709
8731aaad8ffffff,mixed_evening_area,19.62,14.93,5.63,13.990000000000002,804,914,804
8731aa666ffffff,mixed_evening_area,19.61,20.33,4.8,15.529999999999998,806,594,1001
8731aacc4ffffff,mixed_evening_area,19.6,12.46,5.82,13.780000000000001,807,1054,749
8731aacc5ffffff,mixed_evening_area,19.59,13.71,5.98,13.61,808,978,719
8731aa969ffffff,transport_hub_like,19.57,12.48,3.49,16.08,809,1052,1399
8731aa371ffffff,mixed_evening_area,19.55,17.18,5.22,14.330000000000002,810,796,888
8731aa635ffffff,mixed_evening_area,19.52,16.38,5.73,13.79,811,834,768
873181945ffffff,mixed_evening_area,19.52,11.58,5.88,13.64,811,1102,734
8731aace4ffffff,mixed_evening_area,19.47,12.22,5.83,13.639999999999999,813,1061,744
8731aa62dffffff,return_destination,19.45,17.64,4.97,14.48,814,772,950
8731aa8c4ffffff,mixed_evening_area,19.45,21.68,2.49,19.189999999999998,814,520,1667
8731aa4a6ffffff,mixed_evening_area,19.44,15.16,5.7,13.740000000000002,816,901,779
8731aa06cffffff,mixed_evening_area,19.42,12.88,6.24,13.180000000000001,817,1028,680
8731aacabffffff,return_destination,19.4,16.4,6.29,13.11,818,832,673
873185209ffffff,mixed_evening_area,19.38,11.67,4.97,14.41,819,1093,950
8731aa089ffffff,mixed_evening_area,19.38,12.03,6.35,13.03,819,1071,663
873185252ffffff,mixed_evening_area,19.38,19.73,4.12,15.61,819,635,1202
8731aa534ffffff,mixed_evening_area,19.35,11.62,5.55,13.8,822,1098,822
8731852cbffffff,mixed_evening_area,19.32,11.66,5.7,13.620000000000001,823,1096,779
873181b2bffffff,mixed_evening_area,19.26,11.91,6.9,12.360000000000001,824,1078,512
8731aa014ffffff,mixed_evening_area,19.25,10.56,5.79,13.46,825,1216,755
8731aa02bffffff,mixed_evening_area,19.22,15.7,5.35,13.87,826,863,862
8731aa8ecffffff,mixed_evening_area,19.21,10.94,4.93,14.280000000000001,827,1161,961
8731aa345ffffff,mixed_evening_area,19.19,20.47,4.34,16.13,828,590,1134
873181b20ffffff,transport_hub_like,19.16,11.01,5.03,14.129999999999999,829,1157,929
8731aad8dffffff,mixed_evening_area,19.14,11.66,6.78,12.36,830,1096,528
8731aa331ffffff,mixed_evening_area,19.12,17.73,5.4,13.72,831,756,851
8731aada2ffffff,mixed_evening_area,19.1,22.26,3.99,18.270000000000003,832,498,1244
8731aa019ffffff,transport_hub_like,19.08,10.83,5.12,13.959999999999997,833,1167,911
8731aa715ffffff,mixed_evening_area,19.07,13.35,6.0,13.07,834,996,716
8731aa0d5ffffff,transport_hub_like,19.04,10.09,5.83,13.209999999999999,835,1243,744
8731aa8c0ffffff,transport_hub_like,19.0,12.69,3.32,15.68,836,1042,1451
8731aa78effffff,mixed_evening_area,18.97,11.5,5.71,13.259999999999998,837,1107,775
8731aa88cffffff,mixed_evening_area,18.96,10.55,6.61,12.350000000000001,838,1217,564
8731aa4c0ffffff,mixed_evening_area,18.94,11.67,5.06,13.880000000000003,839,1093,923
8731aa16effffff,mixed_evening_area,18.89,11.34,5.4,13.49,840,1118,851
8731aa061ffffff,mixed_evening_area,18.87,12.55,6.37,12.5,841,1048,660
8731aa718ffffff,mixed_evening_area,18.84,10.83,5.87,12.969999999999999,842,1167,736
8731aa1a5ffffff,mixed_evening_area,18.82,10.62,5.42,13.4,843,1212,850
873181968ffffff,mixed_evening_area,18.81,17.81,5.72,13.09,844,750,771
87318180bffffff,mixed_evening_area,18.77,21.25,3.9,17.35,845,547,1265
873181b69ffffff,mixed_evening_area,18.76,10.66,4.78,13.98,846,1209,1002
873181854ffffff,transport_hub_like,18.76,18.73,3.94,14.820000000000002,846,688,1260
873181955ffffff,return_destination,18.68,15.99,5.65,13.03,848,847,794
8731abd9dffffff,transport_hub_like,18.67,13.66,5.48,13.190000000000001,849,981,835
8731aacadffffff,mixed_evening_area,18.65,23.0,4.15,18.85,850,469,1197
8731aa7aeffffff,mixed_evening_area,18.64,19.35,3.87,15.48,851,656,1281
8731aadb0ffffff,mixed_evening_area,18.62,16.4,4.34,14.280000000000001,852,832,1134
8731aa325ffffff,mixed_evening_area,18.61,15.83,5.18,13.43,853,854,899
8731aa4abffffff,mixed_evening_area,18.59,10.85,5.94,12.649999999999999,854,1164,724
8731aa7abffffff,mixed_evening_area,18.58,21.91,4.42,17.490000000000002,855,513,1110
8731aa45dffffff,mixed_evening_area,18.57,11.72,5.72,12.850000000000001,856,1088,771
8731aa365ffffff,mixed_evening_area,18.56,13.6,5.87,12.689999999999998,857,983,736
8731aa85bffffff,return_destination,18.52,19.77,5.32,14.45,858,633,869
8731ae305ffffff,transport_hub_like,18.51,12.41,3.15,15.360000000000001,859,1056,1541
8731aaa9dffffff,mixed_evening_area,18.5,12.01,5.76,12.74,860,1074,765
873181822ffffff,mixed_evening_area,18.47,19.13,4.59,14.54,861,670,1057
8731aac9effffff,mixed_evening_area,18.46,14.49,5.66,12.8,862,934,791
8731abd82ffffff,mixed_evening_area,18.46,19.17,3.52,15.650000000000002,862,667,1392
8731aa5b0ffffff,mixed_evening_area,18.45,10.84,5.64,12.809999999999999,864,1165,799
873181803ffffff,return_destination,18.43,16.1,5.28,13.149999999999999,865,841,876
8731852e9ffffff,mixed_evening_area,18.38,11.18,6.75,11.629999999999999,866,1129,532
873181b53ffffff,return_destination,18.34,10.31,5.28,13.059999999999999,867,1226,876
873181870ffffff,mixed_evening_area,18.34,10.31,5.28,13.059999999999999,867,1226,876
8731aa8c9ffffff,mixed_evening_area,18.29,10.38,5.38,12.91,869,1225,859
8731aac98ffffff,mixed_evening_area,18.27,17.53,4.78,13.489999999999998,870,775,1002
8731aacf1ffffff,mixed_evening_area,18.27,20.3,4.16,16.14,870,597,1187
8731aaa9bffffff,mixed_evening_area,18.24,15.58,5.93,12.309999999999999,872,883,726
8731aa5a4ffffff,mixed_evening_area,18.24,12.83,6.74,11.499999999999998,872,1031,534
8731aa125ffffff,return_destination,18.23,17.75,4.49,13.74,874,754,1090
8731aa774ffffff,mixed_evening_area,18.22,22.5,3.5,19.0,875,489,1396
8731a84ceffffff,transport_hub_like,18.22,19.71,2.22,17.490000000000002,875,636,1717
8731aa0c0ffffff,return_destination,18.21,15.72,5.04,13.170000000000002,877,862,927
8731aa158ffffff,mixed_evening_area,18.19,14.35,5.07,13.120000000000001,878,939,922
8731aa114ffffff,mixed_evening_area,18.19,19.9,3.63,16.27,878,623,1343
873181809ffffff,mixed_evening_area,18.19,19.11,4.44,14.669999999999998,878,671,1106
873181919ffffff,transport_hub_like,18.19,11.62,3.06,15.13,878,1098,1551
8731aa482ffffff,transport_hub_like,18.17,15.11,4.33,13.840000000000002,882,903,1137
8731aa871ffffff,mixed_evening_area,18.15,19.24,4.0,15.239999999999998,883,663,1243
8731aace1ffffff,mixed_evening_area,18.14,12.08,5.84,12.3,884,1066,743
8731aa79affffff,mixed_evening_area,18.09,11.67,6.61,11.48,885,1093,564
8731aa010ffffff,transport_hub_like,18.08,10.8,5.14,12.939999999999998,886,1171,904
8731aa335ffffff,mixed_evening_area,18.06,12.68,6.09,11.969999999999999,887,1044,705
8731aa630ffffff,mixed_evening_area,18.06,10.76,5.17,12.889999999999999,887,1203,901
873181959ffffff,transport_hub_like,18.03,10.6,5.64,12.39,889,1213,799
8731aa304ffffff,mixed_evening_area,17.99,11.54,5.05,12.939999999999998,890,1104,926
8731aa8e1ffffff,mixed_evening_area,17.98,18.01,4.87,13.14,891,729,976
8731aa79effffff,return_destination,17.95,12.29,6.31,11.64,892,1058,669
873181b0bffffff,mixed_evening_area,17.95,24.19,1.71,22.48,892,428,1793
8731aa0e4ffffff,mixed_evening_area,17.94,13.45,5.39,12.55,894,989,857
8731aa0e2ffffff,return_destination,17.94,10.84,6.4,11.540000000000001,894,1165,659
873185b74ffffff,transport_hub_like,17.94,12.07,2.97,14.97,894,1068,1563
873181b2effffff,mixed_evening_area,17.92,12.03,6.04,11.880000000000003,897,1071,710
873181862ffffff,return_destination,17.9,10.7,5.11,12.79,898,1207,916
8731aa0b3ffffff,mixed_evening_area,17.86,11.05,6.17,11.69,899,1156,687
8731aa61affffff,transport_hub_like,17.85,10.1,4.49,13.360000000000001,900,1237,1090
8731aa636ffffff,transport_hub_like,17.85,10.1,4.49,13.360000000000001,900,1237,1090
8731aa765ffffff,transport_hub_like,17.85,10.1,4.49,13.360000000000001,900,1237,1090
8731818a1ffffff,transport_hub_like,17.85,10.1,4.49,13.360000000000001,900,1237,1090
8731aa6a9ffffff,transport_hub_like,17.85,18.17,3.65,14.520000000000001,900,723,1337
8731aac10ffffff,transport_hub_like,17.85,10.1,4.49,13.360000000000001,900,1237,1090
8731aa71effffff,mixed_evening_area,17.8,15.23,4.63,13.170000000000002,906,897,1052
873185b51ffffff,transport_hub_like,17.75,11.35,2.92,14.83,907,1115,1568
8731852d8ffffff,mixed_evening_area,17.75,23.45,1.65,21.8,907,452,1811
8731aac72ffffff,transport_hub_like,17.75,11.35,2.92,14.83,907,1115,1568
8731aa94cffffff,mixed_evening_area,17.75,23.45,1.07,22.38,907,452,2289
8731abd81ffffff,transport_hub_like,17.75,11.35,2.92,14.83,907,1115,1568
87318524bffffff,transport_hub_like,17.73,11.34,2.92,14.81,912,1118,1568
8731aa608ffffff,transport_hub_like,17.73,11.34,2.92,14.81,912,1118,1568
8731aab03ffffff,transport_hub_like,17.73,11.34,2.92,14.81,912,1118,1568
8731aa166ffffff,transport_hub_like,17.72,9.99,4.69,13.029999999999998,915,1248,1030
8731aa123ffffff,mixed_evening_area,17.68,24.06,3.39,20.669999999999998,916,436,1440
8731aa485ffffff,mixed_evening_area,17.68,11.09,5.28,12.399999999999999,916,1134,876
873185a30ffffff,transport_hub_like,17.67,16.65,3.1,14.570000000000002,918,820,1549
8731aac14ffffff,transport_hub_like,17.6,10.49,5.0,12.600000000000001,919,1219,936
873181b03ffffff,mixed_evening_area,17.6,10.11,5.86,11.740000000000002,919,1235,740
873181b09ffffff,mixed_evening_area,17.59,10.71,5.98,11.61,921,1205,719
873181b68ffffff,mixed_evening_area,17.59,15.73,5.56,12.030000000000001,921,860,818
87318191dffffff,return_destination,17.56,19.9,4.65,15.249999999999998,923,623,1046
8731aa48bffffff,mixed_evening_area,17.54,11.25,5.66,11.879999999999999,924,1125,791
8731aa4d9ffffff,return_destination,17.53,19.85,4.65,15.200000000000001,925,631,1046
8731aa0d6ffffff,mixed_evening_area,17.53,10.05,5.45,12.080000000000002,925,1245,842
8731aa6f4ffffff,mixed_evening_area,17.52,22.94,3.61,19.330000000000002,927,471,1347
8731aa015ffffff,mixed_evening_area,17.51,12.98,5.31,12.200000000000003,928,1021,870
87318536bffffff,return_destination,17.51,15.2,5.3,12.21,928,899,871
8731aac56ffffff,mixed_evening_area,17.51,9.59,6.28,11.23,928,1263,675
8731aa0b2ffffff,mixed_evening_area,17.5,10.59,5.35,12.15,931,1215,862
8731aa595ffffff,mixed_evening_area,17.46,10.88,6.59,10.870000000000001,932,1163,569
873181b22ffffff,mixed_evening_area,17.44,22.06,3.25,18.81,933,504,1498
8731aa344ffffff,mixed_evening_area,17.39,13.79,5.51,11.88,934,973,833
873185244ffffff,return_destination,17.38,10.48,4.91,12.469999999999999,935,1220,964
873185b56ffffff,return_destination,17.37,20.51,4.1,16.410000000000004,936,585,1215
8731aa8daffffff,mixed_evening_area,17.36,23.85,1.51,22.34,937,444,1858
8731aadacffffff,transport_hub_like,17.36,11.75,2.77,14.59,937,1085,1596
873181b04ffffff,transport_hub_like,17.34,11.74,2.77,14.57,939,1086,1596
8731aab86ffffff,transport_hub_like,17.34,11.74,2.77,14.57,939,1086,1596
873185269ffffff,transport_hub_like,17.34,13.71,4.56,12.780000000000001,939,978,1067
8731aa72affffff,mixed_evening_area,17.33,10.02,5.59,11.739999999999998,942,1246,814
8731aa716ffffff,mixed_evening_area,17.32,11.23,6.0,11.32,943,1126,716
8731aa8eaffffff,transport_hub_like,17.31,15.82,3.0,14.309999999999999,944,855,1558
8731aa09cffffff,mixed_evening_area,17.31,10.9,6.6,10.709999999999999,944,1162,566
8731aa231ffffff,transport_hub_like,17.3,11.07,2.77,14.530000000000001,946,1137,1596
8731aaa82ffffff,transport_hub_like,17.3,11.07,2.77,14.530000000000001,946,1137,1596
873185b40ffffff,mixed_evening_area,17.3,23.17,1.51,21.66,946,461,1858
8731aa8c8ffffff,transport_hub_like,17.3,11.07,2.77,14.530000000000001,946,1137,1596
873185b70ffffff,mixed_evening_area,17.3,23.17,1.51,21.66,946,461,1858
8731aad13ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731818d1ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731abcb4ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731aad09ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731aa201ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731aa6dcffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731aa046ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731aac5dffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
873181ae0ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731a84d9ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731a84ccffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731a84a9ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731aa0abffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731a848dffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731ae3b2ffffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731aab2effffff,transport_hub_like,17.28,11.06,2.78,14.500000000000002,951,1140,1580
8731aa631ffffff,return_destination,17.26,16.03,4.64,12.620000000000001,967,845,1050
8731aa113ffffff,mixed_evening_area,17.24,10.24,4.9,12.339999999999998,968,1230,968
8731aa062ffffff,mixed_evening_area,17.24,19.31,3.35,15.959999999999999,968,657,1445
873181802ffffff,mixed_evening_area,17.23,21.64,3.83,17.810000000000002,970,522,1291
873181850ffffff,return_destination,17.2,16.67,5.19,12.009999999999998,971,819,896
8731aa79cffffff,mixed_evening_area,17.19,10.42,6.19,11.0,972,1223,685
8731aa495ffffff,mixed_evening_area,17.15,22.3,3.62,18.68,973,497,1345
873181872ffffff,return_destination,17.14,14.23,5.18,11.96,974,944,899
8731aa758ffffff,mixed_evening_area,17.11,9.8,5.54,11.57,975,1252,823
8731aa144ffffff,mixed_evening_area,17.11,10.71,5.45,11.66,975,1205,842
8731aa44affffff,mixed_evening_area,17.09,10.81,5.83,11.26,977,1169,744
8731aa85affffff,mixed_evening_area,17.09,15.87,4.51,12.58,977,851,1087
8731aa115ffffff,return_destination,17.05,9.79,5.53,11.52,979,1253,827
8731ae754ffffff,mixed_evening_area,17.05,24.17,1.13,23.040000000000003,979,430,2285
