spatial_unit,bar_density,restaurant_density,subway_distance,entertainment_poi_count,tourism_poi_count,poi_diversity,poi_total_count,poi_meaningful_count,poi_category_count,nightlife_poi_count,transport_poi_count,business_area_count,aoi_count,avg_poi_distance
8731aa60bffffff,0.5556,0.36,1.56,10.0,8.0,0.914,30.0,28.0,8.0,10.0,3.0,0.0,1.0,430.25
8731aa174ffffff,0.2778,0.18,1.48,5.0,2.0,0.769,30.0,24.0,7.0,5.0,4.0,0.0,0.0,555.86
8731aaacbffffff,0.1111,0.0,1.4,2.0,2.0,0.351,14.0,10.0,4.0,2.0,5.0,0.0,0.0,583.61
8731aa603ffffff,0.1667,0.1333,1.64,3.0,2.0,0.769,26.0,25.0,7.0,3.0,2.0,0.0,1.0,532.13
8731aa8e3ffffff,0.0556,0.0,1.16,1.0,5.0,0.778,28.0,21.0,7.0,1.0,8.0,0.0,1.0,385.09
87318cd01ffffff,0.3056,0.09,1.64,4.0,6.0,0.829,30.0,27.0,8.0,4.0,2.0,3.0,0.0,268.02
8731aac51ffffff,0.6667,0.0467,1.16,12.0,10.0,0.594,30.0,24.0,5.0,12.0,8.0,0.0,0.0,434.63
8731aa46bffffff,0.5833,0.0,1.4,10.0,17.0,0.644,30.0,30.0,5.0,10.0,5.0,1.0,3.0,388.3
8731aa119ffffff,0.1389,0.0,1.0,2.0,7.0,0.698,30.0,25.0,6.0,2.0,10.0,1.0,0.0,579.28
8731aa764ffffff,0.9167,0.36,1.72,16.0,4.0,0.891,30.0,29.0,8.0,16.0,1.0,1.0,0.0,278.2
8731aa754ffffff,0.25,0.0667,0.84,4.0,3.0,0.659,28.0,24.0,6.0,4.0,12.0,1.0,0.0,608.71
873181b18ffffff,0.6667,0.16,1.8,12.0,7.0,0.628,26.0,22.0,5.0,12.0,0.0,0.0,0.0,560.34
87318190effffff,0.7778,0.4667,1.56,13.0,8.0,0.914,30.0,28.0,8.0,13.0,3.0,2.0,0.0,495.2
873181953ffffff,0.1111,0.0233,1.24,2.0,5.0,0.877,30.0,25.0,8.0,2.0,7.0,0.0,0.0,574.62
8731aa4c3ffffff,0.1667,0.0,0.92,3.0,5.0,0.705,30.0,25.0,6.0,3.0,11.0,0.0,0.0,500.46
8731aa751ffffff,0.0556,0.0,1.72,1.0,2.0,0.473,15.0,9.0,6.0,1.0,1.0,0.0,0.0,583.02
873185254ffffff,0.6389,0.2,1.48,11.0,6.0,0.91,30.0,25.0,8.0,11.0,4.0,1.0,0.0,627.25
8731aa022ffffff,0.25,0.0,1.24,4.0,3.0,0.675,30.0,27.0,6.0,4.0,7.0,1.0,2.0,387.45
8731aa6b4ffffff,0.1667,0.0233,1.4,3.0,4.0,0.72,26.0,22.0,6.0,3.0,5.0,0.0,0.0,674.87
8731aa4a4ffffff,0.25,0.0,1.48,4.0,4.0,0.376,11.0,11.0,4.0,4.0,4.0,1.0,0.0,809.19
8731abdb2ffffff,0.1667,0.0,1.56,3.0,3.0,0.24,8.0,7.0,3.0,3.0,3.0,0.0,0.0,876.49
873181868ffffff,0.3889,0.2933,1.8,7.0,1.0,0.807,30.0,26.0,7.0,7.0,0.0,0.0,0.0,564.66
873181821ffffff,0.4167,0.29,1.56,7.0,2.0,0.874,30.0,27.0,8.0,7.0,3.0,1.0,0.0,686.14
873181805ffffff,0.4444,0.2267,1.72,8.0,3.0,0.886,30.0,25.0,9.0,8.0,1.0,0.0,0.0,533.42
8731aa634ffffff,0.3333,0.07,1.32,6.0,3.0,0.652,28.0,22.0,5.0,6.0,6.0,0.0,0.0,689.52
873181b6affffff,0.6111,0.3833,1.48,11.0,5.0,0.842,30.0,29.0,7.0,11.0,4.0,0.0,0.0,514.38
8731aa762ffffff,0.5556,0.2233,1.32,10.0,7.0,0.879,30.0,25.0,8.0,10.0,6.0,0.0,0.0,516.39
8731aa496ffffff,0.6389,0.5333,1.64,11.0,6.0,0.789,30.0,29.0,7.0,11.0,2.0,1.0,6.0,152.19
8731aa172ffffff,0.1667,0.09,1.72,3.0,2.0,0.572,16.0,8.0,8.0,3.0,1.0,0.0,0.0,799.61
8731aa6b5ffffff,0.1667,0.09,1.56,3.0,1.0,0.607,22.0,12.0,7.0,3.0,3.0,0.0,0.0,688.07
8731aa582ffffff,0.4444,0.2233,1.56,7.0,6.0,0.894,30.0,25.0,8.0,7.0,3.0,2.0,3.0,279.48
8731ab7b2ffffff,0.2222,0.1133,1.16,4.0,1.0,0.461,24.0,14.0,5.0,4.0,8.0,0.0,0.0,563.36
8731aa889ffffff,0.25,0.09,1.48,4.0,4.0,0.833,30.0,26.0,8.0,4.0,4.0,1.0,1.0,544.06
873181aa8ffffff,0.3056,0.2667,1.64,5.0,7.0,0.717,30.0,28.0,6.0,5.0,2.0,1.0,3.0,259.56
873185281ffffff,0.0556,0.0,1.8,1.0,1.0,0.118,9.0,2.0,2.0,1.0,0.0,0.0,0.0,755.9
8731aa0eeffffff,0.3333,0.29,1.72,6.0,4.0,0.858,30.0,25.0,8.0,6.0,1.0,0.0,0.0,426.16
87318181cffffff,0.2778,0.0233,1.72,5.0,5.0,0.734,21.0,19.0,7.0,5.0,1.0,0.0,0.0,704.92
8731a8d9effffff,0.0,0.0,1.8,0.0,0.0,0.018,4.0,2.0,1.0,0.0,0.0,0.0,0.0,912.33
87318cd0dffffff,0.5556,0.4267,1.48,10.0,3.0,0.904,30.0,27.0,8.0,10.0,4.0,0.0,2.0,203.4
8731aa49affffff,0.1667,0.0,1.8,3.0,3.0,0.26,13.0,10.0,3.0,3.0,0.0,0.0,0.0,776.12
8731aacf5ffffff,0.25,0.0,1.64,4.0,5.0,0.553,14.0,13.0,6.0,4.0,2.0,1.0,1.0,532.94
873181a8cffffff,0.2222,0.0,1.64,4.0,3.0,0.729,30.0,27.0,7.0,4.0,2.0,0.0,0.0,307.31
8731aaa84ffffff,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
873181873ffffff,0.0278,0.0,1.64,0.0,2.0,0.22,5.0,5.0,3.0,0.0,2.0,1.0,0.0,726.4
8731aa163ffffff,0.2222,0.0233,1.72,4.0,2.0,0.484,12.0,10.0,6.0,4.0,1.0,0.0,2.0,569.41
87318536dffffff,0.0,0.0,1.56,0.0,0.0,0.142,30.0,5.0,2.0,0.0,3.0,0.0,0.0,315.16
873181a66ffffff,0.0,0.0,1.16,0.0,1.0,0.426,28.0,17.0,4.0,0.0,8.0,0.0,1.0,474.53
8731aa71dffffff,0.6667,0.0,1.64,11.0,4.0,0.792,30.0,25.0,7.0,11.0,2.0,2.0,0.0,472.48
873185a62ffffff,0.0,0.0,1.32,0.0,0.0,0.294,13.0,9.0,4.0,0.0,6.0,0.0,0.0,631.17
8731aa0ddffffff,0.75,0.6467,1.48,12.0,7.0,0.796,30.0,27.0,7.0,12.0,4.0,3.0,1.0,350.55
873185268ffffff,0.5556,0.0,1.72,10.0,14.0,0.669,30.0,25.0,6.0,10.0,1.0,0.0,0.0,420.12
873181a1effffff,0.2222,0.0233,1.64,4.0,4.0,0.662,30.0,15.0,7.0,4.0,2.0,0.0,0.0,481.05
87318181dffffff,0.2222,0.0467,1.48,4.0,2.0,0.79,21.0,18.0,7.0,4.0,4.0,0.0,0.0,534.65
8731aa70affffff,0.75,0.5333,1.72,13.0,2.0,0.79,30.0,25.0,7.0,13.0,1.0,1.0,1.0,289.32
873181946ffffff,0.3333,0.1167,1.4,6.0,1.0,0.589,27.0,19.0,5.0,6.0,5.0,0.0,0.0,728.04
8731aa01effffff,0.3056,0.0,1.16,5.0,6.0,0.787,30.0,27.0,7.0,5.0,8.0,1.0,1.0,640.69
8731aa606ffffff,0.3889,0.07,1.64,7.0,4.0,0.68,22.0,18.0,6.0,7.0,2.0,0.0,0.0,608.94
8731aa1b3ffffff,0.9167,0.0667,1.16,16.0,16.0,0.517,30.0,26.0,5.0,16.0,8.0,1.0,2.0,488.32
8731aa233ffffff,0.5556,0.3167,1.72,10.0,4.0,0.906,30.0,27.0,9.0,10.0,1.0,0.0,0.0,428.66
8731aaa16ffffff,0.0556,0.0,1.8,1.0,1.0,0.017,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1998.28
8731ae2d6ffffff,0.5556,0.0667,1.72,10.0,2.0,0.42,19.0,12.0,5.0,10.0,1.0,0.0,0.0,836.79
8731aacb2ffffff,0.25,0.1133,1.48,4.0,1.0,0.428,14.0,10.0,5.0,4.0,4.0,1.0,0.0,641.57
87318c931ffffff,0.2778,0.2,1.8,4.0,5.0,0.602,30.0,28.0,5.0,4.0,0.0,2.0,4.0,120.05
8731aa3a5ffffff,0.1667,0.0,1.64,3.0,2.0,0.49,24.0,18.0,5.0,3.0,2.0,0.0,0.0,578.49
873181974ffffff,0.3889,0.18,1.56,7.0,0.0,0.672,16.0,14.0,7.0,7.0,3.0,0.0,0.0,526.85
8731a84caffffff,0.1111,0.0,1.8,2.0,1.0,0.204,8.0,4.0,3.0,2.0,0.0,0.0,0.0,796.69
8731aa609ffffff,0.0,0.0,1.4,0.0,0.0,0.2,12.0,11.0,2.0,0.0,5.0,0.0,0.0,741.41
8731aa8edffffff,0.2778,0.1333,1.56,5.0,5.0,0.656,30.0,27.0,6.0,5.0,3.0,0.0,0.0,463.67
8731aa145ffffff,0.3333,0.16,1.56,6.0,2.0,0.658,23.0,14.0,7.0,6.0,3.0,0.0,0.0,809.41
8731aaa8bffffff,0.1944,0.0,1.4,3.0,3.0,0.426,22.0,13.0,4.0,3.0,5.0,1.0,0.0,606.6
8731aa16bffffff,0.6111,0.1333,1.24,11.0,5.0,0.742,30.0,24.0,6.0,11.0,7.0,0.0,0.0,629.62
8731aa149ffffff,0.3333,0.0467,1.48,6.0,4.0,0.553,22.0,15.0,5.0,6.0,4.0,0.0,0.0,815.89
873181a12ffffff,0.4444,0.3367,1.72,8.0,3.0,0.778,30.0,26.0,7.0,8.0,1.0,0.0,2.0,311.29
873181d69ffffff,0.5556,0.36,1.72,10.0,2.0,0.802,24.0,22.0,7.0,10.0,1.0,0.0,0.0,567.91
873181b8bffffff,0.1667,0.1133,1.72,3.0,3.0,0.692,18.0,15.0,7.0,3.0,1.0,0.0,0.0,780.79
8731aac22ffffff,0.0556,0.0,1.8,1.0,1.0,0.017,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1551.58
8731aac2cffffff,0.2222,0.1567,1.56,4.0,2.0,0.621,24.0,20.0,6.0,4.0,3.0,0.0,0.0,764.06
8731aa644ffffff,0.1111,0.0,1.8,2.0,2.0,0.136,5.0,4.0,2.0,2.0,0.0,0.0,0.0,641.36
8731aa6acffffff,0.4444,0.0,1.72,8.0,8.0,0.521,26.0,22.0,4.0,8.0,1.0,0.0,0.0,635.26
8731a8772ffffff,0.2778,0.1333,1.8,5.0,1.0,0.525,14.0,12.0,6.0,5.0,0.0,0.0,0.0,520.89
873181b43ffffff,0.1111,0.09,1.24,2.0,3.0,0.758,30.0,19.0,7.0,2.0,7.0,0.0,2.0,402.87
8731aa621ffffff,0.1389,0.0667,1.56,2.0,2.0,0.546,18.0,15.0,6.0,2.0,3.0,1.0,0.0,634.8
87318cd6bffffff,0.3889,0.2267,1.72,7.0,3.0,0.88,29.0,20.0,8.0,7.0,1.0,0.0,0.0,776.49
873181a30ffffff,0.1667,0.09,1.32,3.0,0.0,0.763,30.0,24.0,7.0,3.0,6.0,0.0,0.0,457.83
87318192cffffff,0.2778,0.0,1.16,5.0,3.0,0.792,30.0,22.0,7.0,5.0,8.0,0.0,0.0,363.65
873185b1dffffff,0.3889,0.0,1.64,7.0,7.0,0.152,11.0,9.0,2.0,7.0,2.0,0.0,1.0,561.59
8731aa0c5ffffff,0.5,0.2267,1.64,9.0,4.0,0.981,30.0,28.0,10.0,9.0,2.0,0.0,1.0,357.36
8731a8c86ffffff,0.0,0.0,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
8731ab508ffffff,0.2222,0.1133,1.48,4.0,2.0,0.837,30.0,28.0,8.0,4.0,4.0,0.0,0.0,533.72
8731aa0ecffffff,0.2778,0.2,1.72,5.0,2.0,0.753,30.0,21.0,7.0,5.0,1.0,0.0,0.0,339.86
8731abc84ffffff,0.0556,0.0,1.8,1.0,1.0,0.017,2.0,1.0,1.0,1.0,0.0,0.0,0.0,562.11
8731aa235ffffff,0.7778,0.6467,1.64,14.0,4.0,0.912,30.0,27.0,9.0,14.0,2.0,0.0,0.0,619.21
8731a8cacffffff,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
87318c968ffffff,0.1667,0.2,1.8,3.0,0.0,0.412,24.0,14.0,4.0,3.0,0.0,0.0,0.0,745.55
873185341ffffff,1.0,0.0,1.8,30.0,30.0,0.044,30.0,30.0,1.0,30.0,0.0,0.0,0.0,255.65
8731aaad4ffffff,0.2778,0.0667,1.8,5.0,4.0,0.289,17.0,13.0,3.0,5.0,0.0,0.0,0.0,639.79
8731818deffffff,0.4167,0.2933,1.32,7.0,2.0,0.92,30.0,27.0,8.0,7.0,6.0,1.0,0.0,511.18
87318c920ffffff,0.0,0.0,1.8,0.0,0.0,0.017,4.0,1.0,1.0,0.0,0.0,0.0,0.0,159.74
87318c105ffffff,0.5556,0.1133,1.64,10.0,8.0,0.885,30.0,28.0,8.0,10.0,2.0,0.0,3.0,426.43
873181b42ffffff,0.5,0.1133,1.48,9.0,6.0,0.949,30.0,23.0,10.0,9.0,4.0,0.0,0.0,696.57
873181806ffffff,0.2222,0.07,1.56,4.0,2.0,0.677,20.0,19.0,6.0,4.0,3.0,0.0,0.0,635.77
8731aa0f3ffffff,0.0556,0.0233,1.32,1.0,0.0,0.238,14.0,9.0,3.0,1.0,6.0,0.0,0.0,445.91
873181886ffffff,0.1111,0.0,1.8,2.0,2.0,0.282,9.0,5.0,4.0,2.0,0.0,0.0,0.0,657.49
8731a84edffffff,0.0,0.0,1.64,0.0,0.0,0.148,12.0,7.0,2.0,0.0,2.0,0.0,0.0,536.09
8731aa92effffff,0.0556,0.0,1.48,1.0,1.0,0.248,18.0,8.0,3.0,1.0,4.0,0.0,0.0,622.64
873181962ffffff,0.6667,0.29,1.4,12.0,2.0,0.822,30.0,24.0,7.0,12.0,5.0,0.0,0.0,782.1
8731aa059ffffff,0.2222,0.0933,1.72,4.0,0.0,0.232,14.0,7.0,3.0,4.0,1.0,0.0,0.0,383.7
8731ae260ffffff,0.0,0.0,1.8,0.0,0.0,0.017,3.0,1.0,1.0,0.0,0.0,0.0,0.0,586.05
873181ae8ffffff,0.0556,0.0,1.72,1.0,1.0,0.198,9.0,3.0,3.0,1.0,1.0,0.0,0.0,818.23
873181aacffffff,0.4167,0.3567,1.8,7.0,3.0,0.673,30.0,29.0,6.0,7.0,0.0,1.0,3.0,195.18
873181a16ffffff,0.2222,0.1133,1.48,4.0,1.0,0.602,30.0,15.0,6.0,4.0,4.0,0.0,2.0,298.59
873185ae5ffffff,0.0,0.0,1.64,0.0,0.0,0.018,5.0,2.0,1.0,0.0,2.0,0.0,0.0,331.12
873181b0dffffff,0.1111,0.0,1.72,2.0,2.0,0.282,5.0,5.0,4.0,2.0,1.0,0.0,0.0,652.88
8731a8709ffffff,0.0,0.0,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
873181a5dffffff,0.0556,0.0,1.8,1.0,1.0,0.017,8.0,1.0,1.0,1.0,0.0,0.0,0.0,255.92
8731aaa11ffffff,0.1667,0.0233,1.64,3.0,2.0,0.539,16.0,9.0,7.0,3.0,2.0,0.0,1.0,770.07
8731aa748ffffff,0.5,0.09,1.72,9.0,5.0,0.568,17.0,14.0,6.0,9.0,1.0,0.0,0.0,559.79
8731aa663ffffff,0.4444,0.1567,1.4,8.0,5.0,0.698,30.0,25.0,6.0,8.0,5.0,0.0,1.0,506.58
8731a879dffffff,0.0556,0.0,1.8,1.0,0.0,0.017,3.0,1.0,1.0,1.0,0.0,0.0,0.0,764.89
8731aa8a8ffffff,0.5556,0.0,1.32,10.0,11.0,0.631,23.0,20.0,6.0,10.0,6.0,0.0,1.0,576.59
8731a8c94ffffff,0.0,0.0,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
873185344ffffff,0.0556,0.0,1.8,1.0,1.0,0.017,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2132.89
8731ab484ffffff,0.1667,0.2,1.64,3.0,0.0,0.308,15.0,14.0,3.0,3.0,2.0,0.0,0.0,599.93
8731a8770ffffff,0.0,0.0,1.72,0.0,2.0,0.12,7.0,3.0,2.0,0.0,1.0,0.0,0.0,677.01
8731ab48effffff,0.3333,0.1833,1.8,6.0,0.0,0.407,16.0,10.0,5.0,6.0,0.0,0.0,0.0,511.53
8731ab509ffffff,0.1667,0.1133,1.72,3.0,0.0,0.676,30.0,24.0,6.0,3.0,1.0,0.0,0.0,673.84
8731aac70ffffff,0.6944,0.0,1.56,12.0,8.0,0.616,30.0,25.0,5.0,12.0,3.0,1.0,1.0,675.26
8731abc1bffffff,0.0,0.0,1.8,0.0,1.0,0.118,6.0,4.0,2.0,0.0,0.0,0.0,0.0,375.77
8731aa358ffffff,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
8731aaca6ffffff,0.2222,0.18,1.72,4.0,5.0,0.873,30.0,22.0,8.0,4.0,1.0,0.0,0.0,734.42
8731852deffffff,0.0,0.0,1.64,0.0,0.0,0.018,4.0,2.0,1.0,0.0,2.0,0.0,0.0,852.47
8731aa2e0ffffff,0.1111,0.0467,1.48,2.0,0.0,0.232,9.0,7.0,3.0,2.0,4.0,0.0,0.0,217.16
87318182dffffff,0.1389,0.0,1.64,2.0,6.0,0.816,30.0,21.0,7.0,2.0,2.0,1.0,0.0,819.6
873185319ffffff,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
87318532dffffff,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
8731818a4ffffff,0.1111,0.0,0.84,2.0,4.0,0.688,30.0,25.0,6.0,2.0,12.0,0.0,0.0,537.5
873185661ffffff,0.0556,0.0,1.32,1.0,1.0,0.117,15.0,7.0,2.0,1.0,6.0,0.0,0.0,616.22
8731aa16dffffff,0.1111,0.0,1.64,2.0,2.0,0.136,5.0,4.0,2.0,2.0,2.0,0.0,2.0,974.19
8731aad93ffffff,0.5,0.25,1.72,9.0,3.0,0.908,30.0,26.0,9.0,9.0,1.0,0.0,0.0,310.14
8731aa128ffffff,0.0,0.0,1.4,0.0,1.0,0.568,23.0,18.0,5.0,0.0,5.0,0.0,0.0,780.4
873181b64ffffff,0.2222,0.1567,1.4,4.0,4.0,0.858,30.0,23.0,8.0,4.0,5.0,0.0,0.0,540.59
8731aab88ffffff,0.0,0.0,1.8,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
8731aa8d2ffffff,0.3056,0.2,1.8,5.0,2.0,0.752,30.0,29.0,7.0,5.0,0.0,1.0,2.0,227.05
87318195effffff,0.7778,0.8233,1.72,14.0,2.0,0.726,30.0,25.0,7.0,14.0,1.0,0.0,0.0,256.93
8731aac6affffff,0.6667,0.4033,1.8,12.0,4.0,0.896,30.0,23.0,8.0,12.0,0.0,0.0,0.0,558.24
8731aa8e8ffffff,0.3889,0.0467,1.64,7.0,5.0,0.663,20.0,19.0,6.0,7.0,2.0,0.0,0.0,525.05
8731aa6b1ffffff,0.4444,0.0467,1.32,8.0,7.0,0.791,25.0,24.0,7.0,8.0,6.0,0.0,0.0,753.27
8731aa8d4ffffff,0.0556,0.0,0.92,0.0,11.0,0.586,30.0,28.0,5.0,0.0,11.0,2.0,1.0,307.31
8731aa6a8ffffff,0.2778,0.1333,1.8,5.0,5.0,0.708,30.0,23.0,7.0,5.0,0.0,0.0,0.0,666.27
8731aad9dffffff,0.3611,0.1833,1.4,6.0,0.0,0.724,30.0,21.0,6.0,6.0,5.0,1.0,0.0,318.82
8731abd9cffffff,0.0556,0.0667,1.56,1.0,1.0,0.487,30.0,13.0,5.0,1.0,3.0,0.0,0.0,454.02
873181bacffffff,0.6111,0.0233,1.72,11.0,11.0,0.658,23.0,20.0,6.0,11.0,1.0,0.0,0.0,748.07
873181b2cffffff,0.3333,0.0667,1.4,6.0,5.0,0.647,30.0,29.0,6.0,6.0,5.0,0.0,1.0,485.45
873181b08ffffff,0.9167,0.07,1.72,16.0,13.0,0.678,30.0,28.0,6.0,16.0,1.0,1.0,1.0,402.28
8731aaa71ffffff,0.2778,0.09,1.56,5.0,2.0,0.535,17.0,12.0,6.0,5.0,3.0,0.0,1.0,285.57
87318cd2affffff,0.4167,0.29,1.72,6.0,9.0,0.773,30.0,30.0,7.0,6.0,1.0,3.0,1.0,175.4
8731aa880ffffff,0.4444,0.0233,1.56,8.0,5.0,0.559,15.0,13.0,6.0,8.0,3.0,0.0,0.0,546.75
8731aa311ffffff,0.1111,0.0233,1.64,2.0,2.0,0.764,29.0,20.0,7.0,2.0,2.0,0.0,0.0,533.46
8731aa6a2ffffff,0.2778,0.1367,1.72,5.0,2.0,0.652,30.0,23.0,7.0,5.0,1.0,0.0,0.0,468.27
873181846ffffff,0.1944,0.0233,1.72,3.0,2.0,0.3,6.0,6.0,4.0,3.0,1.0,1.0,0.0,860.77
8731aaceeffffff,0.25,0.0,1.24,4.0,5.0,0.619,30.0,24.0,5.0,4.0,7.0,1.0,2.0,331.57
873181a2dffffff,0.3889,0.2667,1.56,7.0,0.0,0.737,30.0,23.0,6.0,7.0,3.0,0.0,0.0,454.25
8731aac41ffffff,0.1667,0.0233,1.32,3.0,1.0,0.599,22.0,16.0,6.0,3.0,6.0,0.0,0.0,610.13
873181ba6ffffff,0.7778,0.34,1.4,14.0,1.0,0.894,30.0,25.0,8.0,14.0,5.0,0.0,1.0,378.74
8731aac0cffffff,0.3333,0.0,1.24,6.0,5.0,0.802,30.0,24.0,7.0,6.0,7.0,0.0,1.0,320.72
8731aaae0ffffff,0.3333,0.0467,1.72,6.0,5.0,0.514,13.0,11.0,6.0,6.0,1.0,0.0,0.0,820.57
8731aa6a5ffffff,0.1667,0.1133,1.24,3.0,2.0,0.7,24.0,21.0,6.0,3.0,7.0,0.0,0.0,466.77
8731aa44bffffff,0.6389,0.0233,1.72,11.0,12.0,0.752,30.0,28.0,7.0,11.0,1.0,1.0,1.0,467.49
8731aa80affffff,0.1667,0.0,1.8,3.0,1.0,0.35,30.0,9.0,4.0,3.0,0.0,0.0,0.0,387.65
8731aa8e0ffffff,0.0556,0.0667,1.8,1.0,1.0,0.439,30.0,15.0,5.0,1.0,0.0,0.0,0.0,735.21
87318182effffff,0.3889,0.0233,1.4,7.0,6.0,0.814,30.0,27.0,7.0,7.0,5.0,0.0,0.0,469.99
8731aac6bffffff,0.3333,0.1133,1.24,6.0,3.0,0.794,30.0,23.0,7.0,6.0,7.0,0.0,0.0,631.4
8731aacc9ffffff,1.0,0.0,1.24,18.0,18.0,0.46,30.0,29.0,4.0,18.0,7.0,1.0,2.0,434.64
8731aaa1bffffff,0.8333,0.67,1.8,15.0,1.0,0.676,30.0,27.0,6.0,15.0,0.0,0.0,1.0,489.95
8731aa081ffffff,0.8889,0.8667,1.8,16.0,1.0,0.586,30.0,30.0,5.0,16.0,0.0,0.0,1.0,151.15
8731aa89affffff,0.5278,0.2667,1.56,9.0,4.0,0.736,27.0,24.0,6.0,9.0,3.0,1.0,0.0,731.21
8731aacf0ffffff,0.4444,0.0467,0.84,8.0,7.0,0.754,30.0,27.0,7.0,8.0,12.0,0.0,3.0,731.35
873181b73ffffff,0.2222,0.07,1.64,4.0,2.0,0.773,30.0,24.0,7.0,4.0,2.0,0.0,0.0,532.71
873185a26ffffff,0.9722,0.18,1.8,17.0,2.0,0.674,30.0,23.0,6.0,17.0,0.0,1.0,0.0,721.45
873181844ffffff,0.0833,0.0233,1.56,1.0,2.0,0.785,23.0,20.0,7.0,1.0,3.0,1.0,0.0,650.42
8731aac43ffffff,0.1667,0.0467,1.4,3.0,4.0,0.823,30.0,21.0,7.0,3.0,5.0,0.0,0.0,536.14
8731aa023ffffff,0.1944,0.0,1.72,3.0,2.0,0.637,30.0,30.0,6.0,3.0,1.0,1.0,0.0,528.37
8731abd8effffff,0.6111,0.4667,1.8,11.0,4.0,0.719,30.0,26.0,7.0,11.0,0.0,0.0,0.0,681.26
8731aa11dffffff,0.1944,0.0667,1.24,3.0,4.0,0.874,30.0,23.0,8.0,3.0,7.0,1.0,0.0,626.69
8731aad86ffffff,0.0833,0.0,1.64,1.0,2.0,0.631,30.0,25.0,6.0,1.0,2.0,1.0,0.0,546.11
873181b5dffffff,0.3333,0.1367,1.64,6.0,2.0,0.606,23.0,14.0,6.0,6.0,2.0,0.0,0.0,594.1
8731aa793ffffff,0.5556,0.2667,1.4,10.0,3.0,0.87,30.0,26.0,8.0,10.0,5.0,0.0,0.0,678.77
8731aa48affffff,0.2778,0.2033,1.48,5.0,2.0,0.773,30.0,28.0,7.0,5.0,4.0,0.0,0.0,427.9
873181b74ffffff,0.5556,0.2267,1.4,10.0,2.0,0.953,30.0,27.0,9.0,10.0,5.0,0.0,0.0,410.64
8731aaaf6ffffff,0.4444,0.1167,1.32,8.0,3.0,0.567,21.0,17.0,5.0,8.0,6.0,0.0,2.0,494.73
8731aaa0dffffff,0.5556,0.3567,1.48,10.0,4.0,0.899,30.0,25.0,9.0,10.0,4.0,0.0,0.0,474.0
8731aa60dffffff,0.0556,0.0,1.56,1.0,1.0,0.595,25.0,15.0,6.0,1.0,3.0,0.0,0.0,623.79
873181b41ffffff,0.1111,0.0233,1.32,2.0,2.0,0.841,30.0,26.0,8.0,2.0,6.0,0.0,0.0,464.35
873185271ffffff,0.0833,0.0,1.56,1.0,1.0,0.323,10.0,8.0,4.0,1.0,3.0,1.0,0.0,677.83
873181956ffffff,0.4444,0.3333,1.72,8.0,3.0,0.878,30.0,24.0,8.0,8.0,1.0,0.0,0.0,199.11
8731aa14affffff,0.0556,0.0,1.72,1.0,1.0,0.205,16.0,6.0,3.0,1.0,1.0,0.0,0.0,752.43
8731aa11effffff,0.25,0.0233,1.24,4.0,4.0,0.768,30.0,29.0,7.0,4.0,7.0,1.0,2.0,317.28
873181b19ffffff,0.3333,0.07,1.64,6.0,4.0,0.906,25.0,23.0,8.0,6.0,2.0,0.0,0.0,793.42
873181842ffffff,0.1389,0.0233,1.64,2.0,1.0,0.391,10.0,8.0,5.0,2.0,2.0,1.0,0.0,722.87
8731aa308ffffff,0.4444,0.2233,1.48,8.0,4.0,0.757,28.0,18.0,7.0,8.0,4.0,0.0,0.0,562.94
8731aa063ffffff,0.2222,0.0,1.4,4.0,5.0,0.618,30.0,20.0,5.0,4.0,5.0,0.0,0.0,580.13
8731aa044ffffff,0.2778,0.0933,1.4,5.0,1.0,0.7,25.0,19.0,6.0,5.0,5.0,0.0,0.0,537.34
873185a53ffffff,0.0556,0.0,1.56,1.0,1.0,0.205,8.0,5.0,3.0,1.0,3.0,0.0,0.0,565.75
873181855ffffff,0.6389,0.1133,1.64,11.0,6.0,0.89,30.0,21.0,8.0,11.0,2.0,1.0,0.0,752.97
8731aa632ffffff,1.0,0.8667,1.72,18.0,3.0,0.674,30.0,30.0,6.0,18.0,1.0,0.0,1.0,164.03
8731aa320ffffff,0.1111,0.0233,1.48,2.0,2.0,0.745,28.0,24.0,7.0,2.0,4.0,0.0,1.0,543.33
8731aa303ffffff,0.1111,0.0233,1.56,2.0,1.0,0.573,30.0,14.0,6.0,2.0,3.0,0.0,0.0,712.19
