spatial_unit,centroid_lng,centroid_lat,province,city,district,adcode,township,street,business_area,nearest_aoi,nearest_poi,formatted_address,zone,borough,display_name,name_source,name_confidence,regeo_status,regeo_info
8731aaadeffffff,117.1044352,40.1706631,北京市,北京市,平谷区,110117,王辛庄镇,平程路,,平谷湿地公园,平谷湿地公园,北京市平谷区王辛庄镇西古南小街平谷湿地公园,平谷区 · 王辛庄镇,平谷区,平谷区 · 王辛庄镇,township,high,1,OK
8731aac80ffffff,116.2275311,40.1147570,北京市,北京市,海淀区,110108,上庄镇,沙阳路,,,北玉河关帝庙,北京市海淀区上庄镇北玉河关帝庙,海淀区 · 上庄镇,海淀区,海淀区 · 上庄镇,township,high,1,OK
8731aa1aeffffff,116.5761549,40.1448761,北京市,北京市,顺义区,110113,高丽营镇,顺沙路,,军威彩钢钢构有限公司,军威彩钢钢构有限公司,北京市顺义区高丽营镇顺沙路军威彩钢钢构有限公司,顺义区 · 高丽营镇,顺义区,顺义区 · 高丽营镇,township,high,1,OK
8731aa8ccffffff,116.7951548,40.3464975,北京市,北京市,密云区,110118,十里堡镇,汇通街,,北京天力益德液压有限公司,北京天力益德液压有限公司,北京市密云区十里堡镇北京天力益德液压有限公司,密云区 · 十里堡镇,密云区,密云区 · 十里堡镇,township,high,1,OK
8731818a0ffffff,115.8850965,39.5700805,北京市,北京市,房山区,110111,长沟镇,白云路,,沿村小区,沿村小区,北京市房山区长沟镇东双路沿村小区,房山区 · 长沟镇,房山区,房山区 · 长沟镇,township,high,1,OK
8731aaaaaffffff,117.0038416,40.2405558,北京市,北京市,平谷区,110117,刘家店镇,,,平谷桃花海-刘家店观赏区,平谷桃花海-刘家店观赏区,北京市平谷区刘家店镇万家庄路平谷桃花海-刘家店观赏区,平谷区 · 刘家店镇,平谷区,平谷区 · 刘家店镇,township,high,1,OK
8731aa30effffff,117.0547451,40.0865069,北京市,北京市,平谷区,110117,东高村镇,北张岱路,,,门楼庄中心校,北京市平谷区东高村镇顺平南线,平谷区 · 东高村镇,平谷区,平谷区 · 东高村镇,township,high,1,OK
873181813ffffff,115.9448297,39.5869531,北京市,北京市,房山区,110111,韩村河镇,,,,七贤村,北京市房山区韩村河镇七贤环村路,房山区 · 韩村河镇,房山区,房山区 · 韩村河镇,township,high,1,OK
8731aaa30ffffff,117.0145319,40.3596654,北京市,北京市,密云区,110118,巨各庄镇,,,村民新居,密云区巨各庄镇塘子村党支部,北京市密云区巨各庄镇密兴路村民新居,密云区 · 巨各庄镇,密云区,密云区 · 巨各庄镇,township,high,1,OK
8731aa642ffffff,116.8654140,39.7326461,北京市,北京市,通州区,110112,漷县镇,,,,大柳树村村民委员会,北京市通州区漷县镇通州大柳树村老李采摘园,通州区 · 漷县镇,通州区,通州区 · 漷县镇,township,high,1,OK
873185b50ffffff,115.9947064,40.4430993,北京市,北京市,延庆区,110119,百泉街道,G234兴阳线,,,司家营村,北京市延庆区百泉街道见山见海,延庆区 · 百泉街道,延庆区,延庆区 · 百泉街道,township,high,1,OK
8731aa662ffffff,116.8633806,39.7835845,北京市,北京市,通州区,110112,西集镇,何金路,,北京市通州区西集镇金坨村村民委员会,北京市通州区西集镇金坨村村民委员会,北京市通州区西集镇何金路北京市通州区西集镇金坨村村民委员会,通州区 · 西集镇,通州区,通州区 · 西集镇,township,high,1,OK
8731aa001ffffff,116.7293615,40.1086367,北京市,北京市,顺义区,110113,仁和镇,左堤路,,顺义新城滨河森林公园,顺义新城滨河森林公园,北京市顺义区仁和镇顺义新城滨河森林公园绿道,顺义区 · 仁和镇,顺义区,顺义区 · 仁和镇,township,high,1,OK
8731aad9cffffff,116.1617970,40.2010434,北京市,北京市,昌平区,110114,马池口镇,,,,辛店家园,北京市昌平区马池口镇北辛路,昌平区 · 马池口镇,昌平区,昌平区 · 马池口镇,township,high,1,OK
8731aa0dbffffff,116.7750605,39.9206874,北京市,北京市,通州区,110112,宋庄镇,摇不动路,,,北京市通惠陵园(北门),北京市通州区宋庄镇潮白河绿道,通州区 · 宋庄镇,通州区,通州区 · 宋庄镇,township,high,1,OK
8731aaac9ffffff,117.2011952,40.2028701,北京市,北京市,平谷区,110117,南独乐河镇,,,,北京艺轩阁客栈,北京市平谷区南独乐河镇蘑菇平谷大桃采摘园,平谷区 · 南独乐河镇,平谷区,平谷区 · 南独乐河镇,township,high,1,OK
87318190cffffff,115.9729458,39.7575773,北京市,北京市,房山区,110111,东风街道,双泉东路,,燕和园,燕和园,北京市房山区东风街道羊耳峪里57号楼燕和园,房山区 · 东风街道,房山区,房山区 · 东风街道,township,high,1,OK
8731abd94ffffff,117.2237792,40.2024342,北京市,北京市,平谷区,110117,南独乐河镇,,,,北京久久丰生态农业有限公司,北京市平谷区南独乐河镇北京久久丰生态农业有限公司,平谷区 · 南独乐河镇,平谷区,平谷区 · 南独乐河镇,township,high,1,OK
873181829ffffff,116.0613904,39.6717521,北京市,北京市,房山区,110111,窦店镇,大窦路,,,北京城建琨廷南区,北京市房山区窦店镇平安洗车行,房山区 · 窦店镇,房山区,房山区 · 窦店镇,township,high,1,OK
8731aa4aeffffff,116.2749136,39.7897484,北京市,北京市,大兴区,110115,黄村镇,富安街,,狼垡城市森林公园,狼垡城市森林公园,北京市大兴区黄村镇葆台路狼垡城市森林公园,大兴区 · 黄村镇,大兴区,大兴区 · 黄村镇,township,high,1,OK
8731aac81ffffff,116.2504293,40.1145249,北京市,北京市,昌平区,110114,沙河镇,富生路,,北京科技职业学院,北京科技职业学院,北京市昌平区沙河镇北科消费经济管理学院北京科技职业学院,昌平区 · 沙河镇,昌平区,昌平区 · 沙河镇,township,high,1,OK
8731aa6ecffffff,116.8224678,39.6822774,北京市,北京市,通州区,110112,永乐店镇,孔兴路,,北京世民博种植园,北京世民博种植园,北京市通州区永乐店镇孔兴路北京世民博种植园,通州区 · 永乐店镇,通州区,通州区 · 永乐店镇,township,high,1,OK
873185349ffffff,116.1444322,40.0984385,北京市,北京市,海淀区,110108,苏家坨镇,后沙涧路,,,凤仪佳苑七里,北京市海淀区苏家坨镇聂各庄东路,海淀区 · 苏家坨镇,海淀区,海淀区 · 苏家坨镇,township,high,1,OK
8731aa622ffffff,116.7054974,39.7855301,北京市,北京市,通州区,110112,张家湾镇,张采路,,,通州区水务局全程代办服务点,北京市通州区张家湾镇干渠路,通州区 · 张家湾镇,通州区,通州区 · 张家湾镇,township,high,1,OK
8731aa361ffffff,117.2028960,40.1518429,北京市,北京市,平谷区,110117,夏各庄镇,,,,平谷刘老板大桃采摘园,北京市平谷区夏各庄镇陈太务路,平谷区 · 夏各庄镇,平谷区,平谷区 · 夏各庄镇,township,high,1,OK
8731aa0d1ffffff,116.7359034,39.9552378,北京市,北京市,通州区,110112,宋庄镇,潞苑北大街,,,北京华亿恒森文化传媒有限责任公司,北京市通州区宋庄镇兴榆路,通州区 · 宋庄镇,通州区,通州区 · 宋庄镇,township,high,1,OK
8731aa191ffffff,116.5185625,40.0773267,北京市,北京市,顺义区,110113,空港街道,榆阳路,,优山美地B区,优山美地B区,北京市顺义区空港街道优山美地B区1119号楼,顺义区 · 空港街道,顺义区,顺义区 · 空港街道,township,high,1,OK
8731aa321ffffff,117.0447347,40.1547128,北京市,北京市,平谷区,110117,大兴庄镇,京兴路,,,山野部落·桃源里营地(3号门),北京市平谷区大兴庄镇吉卧东路,平谷区 · 大兴庄镇,平谷区,平谷区 · 大兴庄镇,township,high,1,OK
8731aa375ffffff,117.1432798,40.1359497,北京市,北京市,平谷区,110117,夏各庄镇,旧城东街,,,夏各庄镇,北京市平谷区夏各庄镇杨稻路,平谷区 · 夏各庄镇,平谷区,平谷区 · 夏各庄镇,township,high,1,OK
8731aa31cffffff,117.0177126,40.0701261,北京市,北京市,平谷区,110117,马坊镇,小屯新路,,,泃河桥,北京市平谷区马坊镇S32京平高速,平谷区 · 马坊镇,平谷区,平谷区 · 马坊镇,township,high,1,OK
8731aa192ffffff,116.4813975,40.0607041,北京市,北京市,朝阳区,110105,孙河乡,顺黄路,,黄港收费站(S11京承高速入口来广营方向),黄港收费站(S11京承高速入口来广营方向),北京市朝阳区孙河乡S11京承高速黄港收费站(S11京承高速入口来广营方向),朝阳区 · 孙河乡,朝阳区,朝阳区 · 孙河乡,township,high,1,OK
8731aa6d6ffffff,116.7060273,39.5987424,北京市,北京市,大兴区,110115,采育镇,,,,富源街一条,北京市大兴区采育镇沙大路,大兴区 · 采育镇,大兴区,大兴区 · 采育镇,township,high,1,OK
8731aa581ffffff,116.2097233,39.8755922,北京市,北京市,石景山区,110107,鲁谷街道,小郭庄西路,,,石景山南站铁路派出所,北京市石景山区鲁谷街道北京宏达宇通科技有限公司,石景山区 · 鲁谷街道,石景山区,石景山区 · 鲁谷街道,township,high,1,OK
8731aac4effffff,116.5197462,40.2139584,北京市,北京市,顺义区,110113,赵全营镇,板桥大街,,北京庄园,北京庄园枫颂,北京市顺义区赵全营镇北京庄园枫颂,顺义区 · 赵全营镇,顺义区,顺义区 · 赵全营镇,township,high,1,OK
8731aa009ffffff,116.7830587,40.0908144,北京市,北京市,顺义区,110113,李遂镇,李木路,,,李遂镇温馨家园,北京市顺义区李遂镇牌楼前西路,顺义区 · 李遂镇,顺义区,顺义区 · 李遂镇,township,high,1,OK
8731aa61cffffff,116.7159414,39.7174521,北京市,北京市,通州区,110112,于家务回族乡,230国道通武线,,,神仙西路,北京市通州区于家务回族乡神仙西路,通州区 · 于家务回族乡,通州区,通州区 · 于家务回族乡,township,high,1,OK
8731aac83ffffff,116.2360652,40.0975601,北京市,北京市,海淀区,110108,西北旺镇,玉河中路,,玉河湿地公园,玉河湿地公园,北京市海淀区西北旺镇玉河中路玉河湿地公园,海淀区 · 西北旺镇,海淀区,海淀区 · 西北旺镇,township,high,1,OK
8731818a6ffffff,115.8623098,39.5701441,北京市,北京市,房山区,110111,长沟镇,,,,长沟镇北正完全小学,北京市房山区长沟镇云房路,房山区 · 长沟镇,房山区,房山区 · 长沟镇,township,high,1,OK
8731aac86ffffff,116.2046246,40.1149846,北京市,北京市,海淀区,110108,上庄镇,翠湖北路,,翠湖老年庄园,翠湖老年庄园,北京市海淀区上庄镇翠湖庄园翠湖老年庄园,海淀区 · 上庄镇,海淀区,海淀区 · 上庄镇,township,high,1,OK
8731aa4a1ffffff,116.2664487,39.8068709,北京市,北京市,丰台区,110106,宛平街道,农场路,,,北京中油潞安石油销售有限公司,北京市丰台区宛平街道S50南五环,丰台区 · 宛平街道,丰台区,丰台区 · 宛平街道,township,high,1,OK
873181988ffffff,115.8820566,39.6213044,北京市,北京市,房山区,110111,韩村河镇,,,,天开村桥,北京市房山区韩村河镇G5京昆高速,房山区 · 韩村河镇,房山区,房山区 · 韩村河镇,township,high,1,OK
8731aa6f3ffffff,116.7345817,39.6323744,北京市,北京市,通州区,110112,永乐店镇,,,,北京阳光新贵高尔夫俱乐部停车场,北京市通州区永乐店镇北京阳光新贵高尔夫俱乐部,通州区 · 永乐店镇,通州区,通州区 · 永乐店镇,township,high,1,OK
8731aaa93ffffff,116.9232904,40.1738023,北京市,北京市,顺义区,110113,张镇,,,,后王会社区卫生服务站,北京市顺义区张镇开发路,顺义区 · 张镇,顺义区,顺义区 · 张镇,township,high,1,OK
8731aa484ffffff,116.2378952,39.7729803,北京市,北京市,房山区,110111,长阳镇,稻田路,,,长阳镇综合治理检查站,北京市房山区长阳镇右堤路,房山区 · 长阳镇,房山区,房山区 · 长阳镇,township,high,1,OK
87318185cffffff,116.1409301,39.6031329,北京市,北京市,房山区,110111,琉璃河镇,琉陶路,,,石村村民委员会,北京市房山区琉璃河镇薛庄东路,房山区 · 琉璃河镇,房山区,房山区 · 琉璃河镇,township,high,1,OK
8731aabb0ffffff,116.8552378,40.3625474,北京市,北京市,密云区,110118,鼓楼街道,水源东路,,国祥源境A1区,全齐整装(密云旗舰店),北京市密云区鼓楼街道水源东路国祥源境A1区,密云区 · 鼓楼街道,密云区,密云区 · 鼓楼街道,township,high,1,OK
8731aaca8ffffff,116.2791764,40.1484461,北京市,北京市,昌平区,110114,沙河镇,百沙路,,未来科学城(建设中),北京新飞达电子科技工业发展中心,北京市昌平区沙河镇北沙河中路未来科学城(建设中),昌平区 · 沙河镇,昌平区,昌平区 · 沙河镇,township,high,1,OK
8731aac55ffffff,116.4511843,40.2148526,北京市,北京市,昌平区,110114,兴寿镇,,,,中国老年产业试验基地,北京市昌平区兴寿镇兴寿老年公寓,昌平区 · 兴寿镇,昌平区,昌平区 · 兴寿镇,township,high,1,OK
87318525dffffff,116.1442478,39.9615590,北京市,北京市,石景山区,110107,五里坨街道,黑石头路,,,黑石头,北京市石景山区五里坨街道黑石头北街,石景山区 · 五里坨街道,石景山区,石景山区 · 五里坨街道,township,high,1,OK
8731aa069ffffff,116.9397210,40.1394722,北京市,北京市,顺义区,110113,张镇,张良路,,,张各庄西二路,北京市顺义区张镇张各庄西二路,顺义区 · 张镇,顺义区,顺义区 · 张镇,township,high,1,OK
873181943ffffff,116.0955554,39.7398189,北京市,北京市,房山区,110111,西潞街道,南上岗街,,,良乡医院体检中心,北京市房山区西潞街道过把瘾美食工坊,房山区 · 西潞街道,房山区,房山区 · 西潞街道,township,high,1,OK
8731ae32effffff,116.6452502,40.9834548,北京市,北京市,怀柔区,110116,喇叭沟门满族乡,,,,,北京市怀柔区喇叭沟门满族乡,怀柔区 · 喇叭沟门满族乡,怀柔区,怀柔区 · 喇叭沟门满族乡,township,high,1,OK
8731aa4b1ffffff,116.2151445,39.7731487,北京市,北京市,房山区,110111,长阳镇,京良路,,,海科苑警卫室,北京市房山区长阳镇长政北街,房山区 · 长阳镇,房山区,房山区 · 长阳镇,township,high,1,OK
8731aaa9cffffff,116.9604233,40.1902119,北京市,北京市,平谷区,110117,峪口镇,,,,西凡各庄村村民委员会,北京市平谷区峪口镇西坨路,平谷区 · 峪口镇,平谷区,平谷区 · 峪口镇,township,high,1,OK
873181b01ffffff,116.3281450,39.6360159,北京市,北京市,大兴区,110115,庞各庄镇,京开辅路,,,高等教育出版社,北京市大兴区庞各庄镇京开辅路2号,大兴区 · 庞各庄镇,大兴区,大兴区 · 庞各庄镇,township,high,1,OK
8731aa120ffffff,116.6460077,40.2805307,北京市,北京市,怀柔区,110116,庙城镇,庙高路,,,白帆印务有限公司,北京市怀柔区庙城镇白帆印务有限公司,怀柔区 · 庙城镇,怀柔区,怀柔区 · 庙城镇,township,high,1,OK
8731aa535ffffff,116.2472803,40.0290384,北京市,北京市,海淀区,110108,西北旺镇,韩家川路,,百望山森林公园,百望山森林公园,北京市海淀区西北旺镇百望山森林公园,海淀区 · 西北旺镇,海淀区,海淀区 · 西北旺镇,township,high,1,OK
87318190affffff,115.9673087,39.7234360,北京市,北京市,房山区,110111,迎风街道,燕房路,,北庄公寓,北庄公寓,北京市房山区迎风街道北庄公寓,房山区 · 迎风街道,房山区,房山区 · 迎风街道,township,high,1,OK
873181976ffffff,116.0100192,39.7744662,北京市,北京市,房山区,110111,青龙湖镇,,,,红福路,北京市房山区青龙湖镇红福路登山步道,房山区 · 青龙湖镇,房山区,房山区 · 青龙湖镇,township,high,1,OK
8731aa792ffffff,116.4983756,39.7026763,北京市,北京市,大兴区,110115,青云店镇,大屯路,,,西大屯村,北京市大兴区青云店镇屯南路,大兴区 · 青云店镇,大兴区,大兴区 · 青云店镇,township,high,1,OK
8731aa012ffffff,116.6407003,40.0587108,北京市,北京市,顺义区,110113,李桥镇,迎宾路,,顺义区李桥镇头二营村党支部,顺义区李桥镇头二营村党支部,北京市顺义区李桥镇顺义区李桥镇头二营村党支部,顺义区 · 李桥镇,顺义区,顺义区 · 李桥镇,township,high,1,OK
8731aa084ffffff,116.5975490,40.0081160,北京市,北京市,朝阳区,110105,金盏乡,金盏北路,,,斯普瑞斯,北京市朝阳区金盏乡S51机场第二高速辅路,朝阳区 · 金盏乡,朝阳区,朝阳区 · 金盏乡,township,high,1,OK
873181965ffffff,116.0984417,39.8251756,北京市,北京市,丰台区,110106,王佐镇,,,,大富庄村,北京市丰台区王佐镇大富庄村,丰台区 · 王佐镇,丰台区,丰台区 · 王佐镇,township,high,1,OK
8731aa770ffffff,116.7689462,39.8867526,北京市,北京市,通州区,110112,潞城镇,,,大运河水梦园,大运河水梦园,北京市通州区潞城镇大运河水梦园,通州区 · 潞城镇,通州区,通州区 · 潞城镇,township,high,1,OK
8731852e1ffffff,116.0470206,39.9280925,北京市,北京市,门头沟区,110109,龙泉镇,,,,龙风坡,北京市门头沟区龙泉镇301乡道,门头沟区 · 龙泉镇,门头沟区,门头沟区 · 龙泉镇,township,high,1,OK
8731aa4b0ffffff,116.1923857,39.7733127,北京市,北京市,房山区,110111,长阳镇,长兴东街,,中国铁建国际花园,中国铁建国际花园,北京市房山区长阳镇语墨书院中国铁建国际花园,房山区 · 长阳镇,房山区,房山区 · 长阳镇,township,high,1,OK
8731aa5b1ffffff,116.1555716,39.8930998,北京市,北京市,门头沟区,110109,永定镇,玉带东二街,,永定河滨水森林公园,永定河滨水森林公园,北京市门头沟区永定镇西六环永定河滨水森林公园,门头沟区 · 永定镇,门头沟区,门头沟区 · 永定镇,township,high,1,OK
8731aa11bffffff,116.6589081,40.1608101,北京市,北京市,顺义区,110113,双丰街道,通顺路,,,民生银行总部基地,北京市顺义区双丰街道通顺路,顺义区 · 双丰街道,顺义区,顺义区 · 双丰街道,township,high,1,OK
873181b35ffffff,116.2659425,39.6705105,北京市,北京市,大兴区,110115,北臧村镇,魏永路,,,北京兴盛达智慧农业产业中心,北京市大兴区北臧村镇马北路,大兴区 · 北臧村镇,大兴区,大兴区 · 北臧村镇,township,high,1,OK
8731aa8f3ffffff,116.7038840,40.3479910,北京市,北京市,怀柔区,110116,北房镇,中高路,,,华子串吧,北京市怀柔区北房镇中高路,怀柔区 · 北房镇,怀柔区,怀柔区 · 北房镇,township,high,1,OK
8731aac90ffffff,116.1759124,40.0810290,北京市,北京市,海淀区,110108,苏家坨镇,翠湖南环路,,,北京海峰二色农业科技园,北京市海淀区苏家坨镇苏三四东一区142号楼,海淀区 · 苏家坨镇,海淀区,海淀区 · 苏家坨镇,township,high,1,OK
873181ba9ffffff,116.2796495,39.5512598,北京市,北京市,大兴区,110115,榆垡镇,,,,北京市大兴区榆垡镇履磕社区卫生服务站,北京市大兴区榆垡镇北京市大兴区榆垡镇履磕社区卫生服务站,大兴区 · 榆垡镇,大兴区,大兴区 · 榆垡镇,township,high,1,OK
873181b24ffffff,116.2944451,39.7043753,北京市,北京市,大兴区,110115,林校路街道,文新南街,,联港嘉园,联港嘉园,北京市大兴区林校路街道文新南街联港嘉园,大兴区 · 林校路街道,大兴区,大兴区 · 林校路街道,township,high,1,OK
8731aac48ffffff,116.5425833,40.2136516,北京市,北京市,顺义区,110113,赵全营镇,园盈路,,,新三板产业加速器B座,北京市顺义区赵全营镇园盈路,顺义区 · 赵全营镇,顺义区,顺义区 · 赵全营镇,township,high,1,OK
8731aac5affffff,116.4765019,40.1632465,北京市,北京市,昌平区,110114,小汤山镇,沟流路,,,北京上城家园管理有限责任公司,北京市昌平区小汤山镇北京上城家园管理有限责任公司,昌平区 · 小汤山镇,昌平区,昌平区 · 小汤山镇,township,high,1,OK
8731aa6edffffff,116.8449596,39.6820086,北京市,北京市,通州区,110112,永乐店镇,,,天缘神堂陵园,天缘神堂陵园,北京市通州区永乐店镇漷老路天缘神堂陵园,通州区 · 永乐店镇,通州区,通州区 · 永乐店镇,township,high,1,OK
873185368ffffff,116.1186800,40.1500595,北京市,北京市,昌平区,110114,阳坊镇,,,,,北京市昌平区阳坊镇,昌平区 · 阳坊镇,昌平区,昌平区 · 阳坊镇,township,high,1,OK
87318185effffff,116.1267202,39.5861686,北京市,北京市,房山区,110111,琉璃河镇,,,,北白村村民委员会,北京市房山区琉璃河镇北白村村民委员会,房山区 · 琉璃河镇,房山区,房山区 · 琉璃河镇,township,high,1,OK
8731aaae5ffffff,117.1379835,40.2891577,北京市,北京市,平谷区,110117,熊儿寨乡,,,北京市四座楼市级自然保护区,北京市四座楼市级自然保护区,北京市平谷区熊儿寨乡熊南路北京市四座楼市级自然保护区,平谷区 · 熊儿寨乡,平谷区,平谷区 · 熊儿寨乡,township,high,1,OK
8731aadb1ffffff,116.1360175,40.2527326,北京市,北京市,昌平区,110114,南口镇,南口村北路,,,南口一号桥,北京市昌平区南口镇G6京藏高速,昌平区 · 南口镇,昌平区,昌平区 · 南口镇,township,high,1,OK
8731aa60bffffff,116.7835541,39.7166748,北京市,北京市,通州区,110112,永乐店镇,永乐大街,,北京市通州区永乐店中学,北京市通州区永乐店中学,北京市通州区永乐店镇永黄路北京市通州区永乐店中学,通州区 · 永乐店镇,通州区,通州区 · 永乐店镇,township,high,1,OK
8731aa174ffffff,116.7455645,40.2619274,北京市,北京市,顺义区,110113,木林镇,大韩庄西路,,,木林镇大韩庄幼儿园,北京市顺义区木林镇168乡道,顺义区 · 木林镇,顺义区,顺义区 · 木林镇,township,high,1,OK
8731aaacbffffff,117.1867070,40.1861443,北京市,北京市,平谷区,110117,南独乐河镇,峰张路,,,公爷坟村村民委员会,北京市平谷区南独乐河镇夏鱼路,平谷区 · 南独乐河镇,平谷区,平谷区 · 南独乐河镇,township,high,1,OK
8731aa603ffffff,116.7302496,39.7342736,北京市,北京市,通州区,110112,于家务回族乡,,,北京东星禾田国际农业,北京东星禾田国际农业,北京市通州区于家务回族乡张凤路北京东星禾田国际农业,通州区 · 于家务回族乡,通州区,通州区 · 于家务回族乡,township,high,1,OK
8731aa8e3ffffff,116.7556950,40.3813253,北京市,北京市,密云区,110118,西田各庄镇,云西一街,,密云人保大楼,密云人保大楼,北京市密云区西田各庄镇西统路密云人保大楼,密云区 · 西田各庄镇,密云区,密云区 · 西田各庄镇,township,high,1,OK
87318cd01ffffff,116.7021824,39.5139948,河北省,廊坊市,安次区,131002,光明西道街道,解放道,,,解放桥,河北省廊坊市安次区光明西道街道文明路,安次区 · 光明西道街道,安次区,安次区 · 光明西道街道,township,high,1,OK
8731aac51ffffff,116.4596303,40.1976461,北京市,北京市,昌平区,110114,兴寿镇,秦北路,,,小雅草莓园(昌平店),北京市昌平区兴寿镇秦北路,昌平区 · 兴寿镇,昌平区,昌平区 · 兴寿镇,township,high,1,OK
8731aa46bffffff,116.5651597,39.8892200,北京市,北京市,朝阳区,110105,豆各庄乡,双桥路,,金田公园北区,金田公园北区,北京市朝阳区豆各庄乡中电智云控股有限公司金田公园北区,朝阳区 · 豆各庄乡,朝阳区,朝阳区 · 豆各庄乡,township,high,1,OK
8731aa119ffffff,116.6733352,40.1776700,北京市,北京市,顺义区,110113,双丰街道,白马路,,,保利·颐璟和煦泱园,北京市顺义区双丰街道丰乐路,顺义区 · 双丰街道,顺义区,顺义区 · 双丰街道,township,high,1,OK
8731aa764ffffff,116.8120482,39.9371963,河北省,廊坊市,三河市,131082,燕郊镇,迎宾路,,,双阳家园,河北省廊坊市三河市燕郊镇幸福街,三河市 · 燕郊镇,三河市,三河市 · 燕郊镇,township,high,1,OK
8731aa754ffffff,116.7628394,39.8528257,北京市,北京市,通州区,110112,潞城镇,,,,兰特伯爵西餐厅(大运河店),北京市通州区潞城镇兰特伯爵西餐厅(大运河店),通州区 · 潞城镇,通州区,通州区 · 潞城镇,township,high,1,OK
873181b18ffffff,116.3080890,39.5851039,北京市,北京市,大兴区,110115,庞各庄镇,西政街,,,西黑垡村村民委员会,北京市大兴区庞各庄镇牛仔西瓜采摘俱乐部,大兴区 · 庞各庄镇,大兴区,大兴区 · 庞各庄镇,township,high,1,OK
87318190effffff,115.9587115,39.7405615,北京市,北京市,房山区,110111,向阳街道,向阳路,,,北京燕山屹燕运输有限公司,北京市房山区向阳街道北京燕山屹燕运输有限公司,房山区 · 向阳街道,房山区,房山区 · 向阳街道,township,high,1,OK
873181953ffffff,116.0442940,39.7059720,北京市,北京市,房山区,110111,阎村镇,兴东大街,,,阎村公寓东区,北京市房山区阎村镇西坟西路,房山区 · 阎村镇,房山区,房山区 · 阎村镇,township,high,1,OK
8731aa4c3ffffff,116.4137094,39.7374713,北京市,北京市,大兴区,110115,黄村镇,中鼎北路,,,农场沟南桥,北京市大兴区黄村镇西三路,大兴区 · 黄村镇,大兴区,大兴区 · 黄村镇,township,high,1,OK
8731aa751ffffff,116.7936590,39.8354366,北京市,北京市,通州区,110112,潞城镇,樱桃园路,,,崔家楼村村民委员会,北京市通州区潞城镇康夏路,通州区 · 潞城镇,通州区,通州区 · 潞城镇,township,high,1,OK
873185254ffffff,116.0670325,39.9792724,北京市,北京市,门头沟区,110109,龙泉镇,,,,野溪桥漫水桥,北京市门头沟区龙泉镇野丁路,门头沟区 · 龙泉镇,门头沟区,门头沟区 · 龙泉镇,township,high,1,OK
8731aa022ffffff,116.6900004,40.1433063,北京市,北京市,顺义区,110113,南彩镇,前俸伯路,,北京鲁班建筑工程公司仓储中心,北京鲁班建筑工程公司仓储中心,北京市顺义区南彩镇北京鲁班建筑工程公司仓储中心,顺义区 · 南彩镇,顺义区,顺义区 · 南彩镇,township,high,1,OK
8731aa6b4ffffff,116.5602344,39.6680944,北京市,北京市,大兴区,110115,青云店镇,,,,西杭子村,北京市大兴区青云店镇西杭子路,大兴区 · 青云店镇,大兴区,大兴区 · 青云店镇,township,high,1,OK
8731aa4a4ffffff,116.2352110,39.8241794,北京市,北京市,房山区,110111,,农场路,,,绿堤公园,北京市房山区北京银泰鸿业高尔夫俱乐部,房山区 · 绿堤公园附近,房山区,房山区 · 绿堤公园附近,poi,medium,1,OK
8731abdb2ffffff,117.2156896,40.2195930,北京市,北京市,平谷区,110117,南独乐河镇,,,,兴隆观,北京市平谷区南独乐河镇小东沟路,平谷区 · 南独乐河镇,平谷区,平谷区 · 南独乐河镇,township,high,1,OK
873181868ffffff,116.1978321,39.6709638,北京市,北京市,房山区,110111,长阳镇,窦公路,,,赵庄别墅区,北京市房山区长阳镇赵公路,房山区 · 长阳镇,房山区,房山区 · 长阳镇,township,high,1,OK
873181821ffffff,116.0072784,39.6890902,北京市,北京市,房山区,110111,城关街道,房窑路,,,房山田各庄西(公交站),北京市房山区城关街道房窑路,房山区 · 城关街道,房山区,房山区 · 城关街道,township,high,1,OK
873181805ffffff,116.0016290,39.6549797,北京市,北京市,房山区,110111,石楼镇,,,,坨头村,北京市房山区石楼镇瓦梨路,房山区 · 石楼镇,房山区,房山区 · 石楼镇,township,high,1,OK
8731aa634ffffff,116.6603133,39.7860475,北京市,北京市,通州区,110112,张家湾镇,牛样路,,,北京姜含科技有限公司,北京市通州区张家湾镇沈高路,通州区 · 张家湾镇,通州区,通州区 · 张家湾镇,township,high,1,OK
873181b6affffff,116.5007814,39.6516408,北京市,北京市,大兴区,110115,安定镇,,,,兴恒园饭店,北京市大兴区安定镇堡林庄东(公交站),大兴区 · 安定镇,大兴区,大兴区 · 安定镇,township,high,1,OK
8731aa762ffffff,116.8059109,39.9032685,河北省,廊坊市,三河市,131082,燕郊镇,燕城大街,,,鸿悦樱桃采摘园,河北省廊坊市三河市燕郊镇鸿悦樱桃采摘园,三河市 · 燕郊镇,三河市,三河市 · 燕郊镇,township,high,1,OK
8731aa496ffffff,116.1723682,39.7222752,北京市,北京市,房山区,110111,拱辰街道,长虹东路,,旭辉E天地,旭辉E天地,北京市房山区拱辰街道鲜烤烘焙(旭辉E天地店)旭辉E天地,房山区 · 拱辰街道,房山区,房山区 · 拱辰街道,township,high,1,OK
8731aa172ffffff,116.7394261,40.2278854,北京市,北京市,顺义区,110113,北小营镇,景浩街,,,东乌鸡村,北京市顺义区北小营镇205乡道,顺义区 · 北小营镇,顺义区,顺义区 · 北小营镇,township,high,1,OK
