spatial_unit,pickup_count,avg_distance,avg_duration_min,avg_price,short_trip_ratio,late_pickup_ratio,weekend_pickup_ratio,dropoff_count,active_night_hours,active_nights,max_hourly_activity,weekday_avg_activity,weekend_avg_activity,total_activity,inflow_outflow_balance,activity_persistence,weekend_boost,night_vitality_score,cluster_id,region_type,spatial_unit_type,zone,borough,score_ratio,bar_density,restaurant_density,subway_distance,entertainment_poi_count,tourism_poi_count,poi_diversity,poi_total_count,poi_meaningful_count,poi_category_count,nightlife_poi_count,transport_poi_count,business_area_count,aoi_count,avg_poi_distance,long_trip_ratio,airport_like_score,station_like_score,hub_penalty,is_transport_hub,adjusted_night_vitality_score,source_spatial_unit,source_zone
8731ae260ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731ae260ffffff,Beijing,0.1711503347534997,0.0,0.0,1.8,0.0,0.0,0.017,3.0,1.0,1.0,0.0,0.0,0.0,0.0,586.05,0.0,0.0,0.0,0.0,False,14.06,8731ae260ffffff,活动网格 8731ae260ffffff
873181ae8ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 873181ae8ffffff,Beijing,0.1711503347534997,0.0556,0.0,1.72,1.0,1.0,0.198,9.0,3.0,3.0,1.0,1.0,0.0,0.0,818.23,0.0,0.0,0.0,0.0,False,14.06,873181ae8ffffff,活动网格 873181ae8ffffff
873181aacffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 873181aacffffff,Beijing,0.1711503347534997,0.4167,0.3567,1.8,7.0,3.0,0.673,30.0,29.0,6.0,7.0,0.0,1.0,3.0,195.18,0.0,0.0,0.0,0.0,False,14.06,873181aacffffff,活动网格 873181aacffffff
873181a16ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 873181a16ffffff,Beijing,0.1711503347534997,0.2222,0.1133,1.48,4.0,1.0,0.602,30.0,15.0,6.0,4.0,4.0,0.0,2.0,298.59,0.0,0.0,0.0,0.0,False,14.06,873181a16ffffff,活动网格 873181a16ffffff
873185ae5ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 873185ae5ffffff,Beijing,0.1711503347534997,0.0,0.0,1.64,0.0,0.0,0.018,5.0,2.0,1.0,0.0,2.0,0.0,0.0,331.12,0.0,0.0,0.0,0.0,False,14.06,873185ae5ffffff,活动网格 873185ae5ffffff
873181b0dffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 873181b0dffffff,Beijing,0.1711503347534997,0.1111,0.0,1.72,2.0,2.0,0.282,5.0,5.0,4.0,2.0,1.0,0.0,0.0,652.88,0.0,0.0,0.0,0.0,False,14.06,873181b0dffffff,活动网格 873181b0dffffff
8731a8709ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731a8709ffffff,Beijing,0.1711503347534997,0.0,0.0,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,False,14.06,8731a8709ffffff,活动网格 8731a8709ffffff
873181a5dffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 873181a5dffffff,Beijing,0.1711503347534997,0.0556,0.0,1.8,1.0,1.0,0.017,8.0,1.0,1.0,1.0,0.0,0.0,0.0,255.92,0.0,0.0,0.0,0.0,False,14.06,873181a5dffffff,活动网格 873181a5dffffff
8731aaa11ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aaa11ffffff,Beijing,0.1711503347534997,0.1667,0.0233,1.64,3.0,2.0,0.539,16.0,9.0,7.0,3.0,2.0,0.0,1.0,770.07,0.0,0.0,0.0,0.0,False,14.06,8731aaa11ffffff,活动网格 8731aaa11ffffff
8731aa748ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aa748ffffff,Beijing,0.1711503347534997,0.5,0.09,1.72,9.0,5.0,0.568,17.0,14.0,6.0,9.0,1.0,0.0,0.0,559.79,0.0,0.0,0.0,0.0,False,14.06,8731aa748ffffff,活动网格 8731aa748ffffff
8731aa663ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aa663ffffff,Beijing,0.1711503347534997,0.4444,0.1567,1.4,8.0,5.0,0.698,30.0,25.0,6.0,8.0,5.0,0.0,1.0,506.58,0.0,0.0,0.0,0.0,False,14.06,8731aa663ffffff,活动网格 8731aa663ffffff
8731a879dffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731a879dffffff,Beijing,0.1711503347534997,0.0556,0.0,1.8,1.0,0.0,0.017,3.0,1.0,1.0,1.0,0.0,0.0,0.0,764.89,0.0,0.0,0.0,0.0,False,14.06,8731a879dffffff,活动网格 8731a879dffffff
8731aa8a8ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aa8a8ffffff,Beijing,0.1711503347534997,0.5556,0.0,1.32,10.0,11.0,0.631,23.0,20.0,6.0,10.0,6.0,0.0,1.0,576.59,0.0,0.0,0.0,0.0,False,14.06,8731aa8a8ffffff,活动网格 8731aa8a8ffffff
8731a8c94ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731a8c94ffffff,Beijing,0.1711503347534997,0.0,0.0,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,False,14.06,8731a8c94ffffff,活动网格 8731a8c94ffffff
873185344ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 873185344ffffff,Beijing,0.1711503347534997,0.0556,0.0,1.8,1.0,1.0,0.017,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2132.89,0.0,0.0,0.0,0.0,False,14.06,873185344ffffff,活动网格 873185344ffffff
8731ab484ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731ab484ffffff,Beijing,0.1711503347534997,0.1667,0.2,1.64,3.0,0.0,0.308,15.0,14.0,3.0,3.0,2.0,0.0,0.0,599.93,0.0,0.0,0.0,0.0,False,14.06,8731ab484ffffff,活动网格 8731ab484ffffff
8731a8770ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731a8770ffffff,Beijing,0.1711503347534997,0.0,0.0,1.72,0.0,2.0,0.12,7.0,3.0,2.0,0.0,1.0,0.0,0.0,677.01,0.0,0.0,0.0,0.0,False,14.06,8731a8770ffffff,活动网格 8731a8770ffffff
8731ab48effffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731ab48effffff,Beijing,0.1711503347534997,0.3333,0.1833,1.8,6.0,0.0,0.407,16.0,10.0,5.0,6.0,0.0,0.0,0.0,511.53,0.0,0.0,0.0,0.0,False,14.06,8731ab48effffff,活动网格 8731ab48effffff
8731ab509ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731ab509ffffff,Beijing,0.1711503347534997,0.1667,0.1133,1.72,3.0,0.0,0.676,30.0,24.0,6.0,3.0,1.0,0.0,0.0,673.84,0.0,0.0,0.0,0.0,False,14.06,8731ab509ffffff,活动网格 8731ab509ffffff
8731aac70ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aac70ffffff,Beijing,0.1711503347534997,0.6944,0.0,1.56,12.0,8.0,0.616,30.0,25.0,5.0,12.0,3.0,1.0,1.0,675.26,0.0,0.0,0.0,0.0,False,14.06,8731aac70ffffff,活动网格 8731aac70ffffff
8731abc1bffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731abc1bffffff,Beijing,0.1711503347534997,0.0,0.0,1.8,0.0,1.0,0.118,6.0,4.0,2.0,0.0,0.0,0.0,0.0,375.77,0.0,0.0,0.0,0.0,False,14.06,8731abc1bffffff,活动网格 8731abc1bffffff
8731aa358ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aa358ffffff,Beijing,0.1711503347534997,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,False,14.06,8731aa358ffffff,活动网格 8731aa358ffffff
8731aaca6ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aaca6ffffff,Beijing,0.1711503347534997,0.2222,0.18,1.72,4.0,5.0,0.873,30.0,22.0,8.0,4.0,1.0,0.0,0.0,734.42,0.0,0.0,0.0,0.0,False,14.06,8731aaca6ffffff,活动网格 8731aaca6ffffff
8731852deffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731852deffffff,Beijing,0.1711503347534997,0.0,0.0,1.64,0.0,0.0,0.018,4.0,2.0,1.0,0.0,2.0,0.0,0.0,852.47,0.0,0.0,0.0,0.0,False,14.06,8731852deffffff,活动网格 8731852deffffff
8731aa2e0ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aa2e0ffffff,Beijing,0.1711503347534997,0.1111,0.0467,1.48,2.0,0.0,0.232,9.0,7.0,3.0,2.0,4.0,0.0,0.0,217.16,0.0,0.0,0.0,0.0,False,14.06,8731aa2e0ffffff,活动网格 8731aa2e0ffffff
87318182dffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 87318182dffffff,Beijing,0.1711503347534997,0.1389,0.0,1.64,2.0,6.0,0.816,30.0,21.0,7.0,2.0,2.0,1.0,0.0,819.6,0.0,0.0,0.0,0.0,False,14.06,87318182dffffff,活动网格 87318182dffffff
873185319ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 873185319ffffff,Beijing,0.1711503347534997,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,False,14.06,873185319ffffff,活动网格 873185319ffffff
87318532dffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 87318532dffffff,Beijing,0.1711503347534997,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,False,14.06,87318532dffffff,活动网格 87318532dffffff
8731818a4ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731818a4ffffff,Beijing,0.1711503347534997,0.1111,0.0,0.84,2.0,4.0,0.688,30.0,25.0,6.0,2.0,12.0,0.0,0.0,537.5,0.0,0.0,0.0,0.0,False,14.06,8731818a4ffffff,活动网格 8731818a4ffffff
873185661ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 873185661ffffff,Beijing,0.1711503347534997,0.0556,0.0,1.32,1.0,1.0,0.117,15.0,7.0,2.0,1.0,6.0,0.0,0.0,616.22,0.0,0.0,0.0,0.0,False,14.06,873185661ffffff,活动网格 873185661ffffff
8731aa16dffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aa16dffffff,Beijing,0.1711503347534997,0.1111,0.0,1.64,2.0,2.0,0.136,5.0,4.0,2.0,2.0,2.0,0.0,2.0,974.19,0.0,0.0,0.0,0.0,False,14.06,8731aa16dffffff,活动网格 8731aa16dffffff
8731aad93ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aad93ffffff,Beijing,0.1711503347534997,0.5,0.25,1.72,9.0,3.0,0.908,30.0,26.0,9.0,9.0,1.0,0.0,0.0,310.14,0.0,0.0,0.0,0.0,False,14.06,8731aad93ffffff,活动网格 8731aad93ffffff
8731aa128ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0238095238095238,2.0,14.06,0,return_destination,h3,活动网格 8731aa128ffffff,Beijing,0.1711503347534997,0.0,0.0,1.4,0.0,1.0,0.568,23.0,18.0,5.0,0.0,5.0,0.0,0.0,780.4,0.0,0.0,0.0,0.0,False,14.06,8731aa128ffffff,活动网格 8731aa128ffffff
873181b64ffffff,6.0,8.194266666666666,29.80666666666667,0.0,0.1666666666666666,0.0,0.3333333333333333,12.0,13,6,4,1.4285714285714286,1.3333333333333333,18.0,0.3333333333333333,0.3095238095238095,0.96078431372549,14.05,0,return_destination,h3,活动网格 873181b64ffffff,Beijing,0.1710286062081558,0.2222,0.1567,1.4,4.0,4.0,0.858,30.0,23.0,8.0,4.0,5.0,0.0,0.0,540.59,0.3495,0.1573,0.1473,2.83,False,11.22,873181b64ffffff,活动网格 873181b64ffffff
8731aab88ffffff,3.0,15.102,51.723333333333336,0.0,0.0,0.3333333333333333,0.0,7.0,9,3,2,1.125,1.0,10.0,0.4,0.2142857142857142,0.9411764705882352,14.05,0,return_destination,h3,活动网格 8731aab88ffffff,Beijing,0.1710286062081558,0.0,0.0,1.8,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.9252,0.4163,0.3238,7.49,False,6.56,8731aab88ffffff,活动网格 8731aab88ffffff
8731aa8d2ffffff,5.0,4.8903,24.644,0.0,0.6,0.2,0.0,5.0,6,3,2,1.6666666666666667,0.0,10.0,0.0,0.1428571428571428,0.3749999999999999,14.04,3,mixed_evening_area,h3,活动网格 8731aa8d2ffffff,Beijing,0.1709068776628119,0.3056,0.2,1.8,5.0,2.0,0.752,30.0,29.0,7.0,5.0,0.0,1.0,2.0,227.05,0.0742,0.0334,0.116,2.09,False,11.95,8731aa8d2ffffff,活动网格 8731aa8d2ffffff
87318195effffff,5.0,8.275079999999999,41.252,0.0,0.0,0.0,0.4,14.0,15,6,3,1.1111111111111112,1.5,19.0,0.4736842105263157,0.3571428571428571,1.1842105263157894,14.04,0,return_destination,h3,活动网格 87318195effffff,Beijing,0.1709068776628119,0.7778,0.8233,1.72,14.0,2.0,0.726,30.0,25.0,7.0,14.0,1.0,0.0,0.0,256.93,0.3563,0.1603,0.1247,2.89,False,11.15,87318195effffff,活动网格 87318195effffff
8731aac6affffff,2.0,6.658200000000001,30.065,0.0,0.0,0.0,0.0,24.0,20,6,3,1.3571428571428572,1.1666666666666667,26.0,0.8461538461538461,0.4761904761904761,0.9191919191919192,13.98,0,return_destination,h3,活动网格 8731aac6affffff,Beijing,0.1701765063907486,0.6667,0.4033,1.8,12.0,4.0,0.896,30.0,23.0,8.0,12.0,0.0,0.0,0.0,558.24,0.2215,0.0997,0.0775,1.79,False,12.19,8731aac6affffff,活动网格 8731aac6affffff
8731aa8e8ffffff,8.0,3.804875,22.53875,0.0,0.0,0.125,0.125,15.0,17,5,3,1.4,1.0,23.0,0.3043478260869565,0.4047619047619047,0.8333333333333334,13.94,0,return_destination,h3,活动网格 8731aa8e8ffffff,Beijing,0.169689592209373,0.3889,0.0467,1.64,7.0,5.0,0.663,20.0,19.0,6.0,7.0,2.0,0.0,0.0,525.05,0.0,0.0,0.0,0.0,False,13.94,8731aa8e8ffffff,活动网格 8731aa8e8ffffff
8731aa6b1ffffff,6.0,7.567766666666666,26.758333333333336,0.0,0.0,0.3333333333333333,0.1666666666666666,4.0,9,6,2,1.1666666666666667,1.0,10.0,-0.2,0.2142857142857142,0.9230769230769228,13.93,1,transport_hub_like,h3,活动网格 8731aa6b1ffffff,Beijing,0.1695678636640292,0.4444,0.0467,1.32,8.0,7.0,0.791,25.0,24.0,7.0,8.0,6.0,0.0,0.0,753.27,0.2973,0.1338,0.1041,2.41,False,11.52,8731aa6b1ffffff,活动网格 8731aa6b1ffffff
8731aa8d4ffffff,10.0,12.977799999999998,21.916,0.0,0.1,0.2,0.2,9.0,12,6,4,1.7,1.0,19.0,-0.0526315789473684,0.2857142857142857,0.7407407407407407,13.93,1,transport_hub_like,h3,活动网格 8731aa8d4ffffff,Beijing,0.1695678636640292,0.0556,0.0,0.92,0.0,11.0,0.586,30.0,28.0,5.0,0.0,11.0,2.0,1.0,307.31,0.7481,0.3367,0.2769,6.06,False,7.87,8731aa8d4ffffff,活动网格 8731aa8d4ffffff
8731aa6a8ffffff,3.0,4.165500000000001,11.853333333333332,0.0,0.0,0.0,0.0,21.0,17,6,3,1.3846153846153846,1.5,24.0,0.75,0.4047619047619047,1.0483870967741935,13.87,0,return_destination,h3,活动网格 8731aa6a8ffffff,Beijing,0.1688374923919658,0.2778,0.1333,1.8,5.0,5.0,0.708,30.0,23.0,7.0,5.0,0.0,0.0,0.0,666.27,0.0138,0.0062,0.0048,0.11,False,13.76,8731aa6a8ffffff,活动网格 8731aa6a8ffffff
8731aad9dffffff,3.0,8.490066666666666,38.303333333333335,0.0,0.0,0.0,0.3333333333333333,14.0,15,6,2,1.0,1.4,17.0,0.6470588235294118,0.3571428571428571,1.2,13.83,0,return_destination,h3,活动网格 8731aad9dffffff,Beijing,0.1683505782105903,0.3611,0.1833,1.4,6.0,0.0,0.724,30.0,21.0,6.0,6.0,5.0,1.0,0.0,318.82,0.3742,0.1684,0.131,3.03,False,10.8,8731aad9dffffff,活动网格 8731aad9dffffff
8731abd9cffffff,6.0,5.223816666666667,24.30333333333333,0.0,0.5,0.0,0.0,8.0,7,4,4,2.1666666666666665,1.0,14.0,0.1428571428571428,0.1666666666666666,0.6315789473684211,13.82,3,mixed_evening_area,h3,活动网格 8731abd9cffffff,Beijing,0.1682288496652464,0.0556,0.0667,1.56,1.0,1.0,0.487,30.0,13.0,5.0,1.0,3.0,0.0,0.0,454.02,0.102,0.0459,0.1107,1.99,False,11.83,8731abd9cffffff,活动网格 8731abd9cffffff
873181bacffffff,2.0,4.49275,23.11,0.0,0.0,0.5,0.5,0.0,2,2,1,1.0,1.0,2.0,-1.0,0.0476190476190476,1.0,13.81,1,transport_hub_like,h3,活动网格 873181bacffffff,Beijing,0.1681071211199026,0.6111,0.0233,1.72,11.0,11.0,0.658,23.0,20.0,6.0,11.0,1.0,0.0,0.0,748.07,0.0411,0.0185,0.0144,0.33,False,13.48,873181bacffffff,活动网格 873181bacffffff
873181b2cffffff,2.0,5.45655,32.79,0.0,0.0,0.5,0.0,0.0,2,2,1,1.0,1.0,2.0,-1.0,0.0476190476190476,1.0,13.81,1,transport_hub_like,h3,活动网格 873181b2cffffff,Beijing,0.1681071211199026,0.3333,0.0667,1.4,6.0,5.0,0.647,30.0,29.0,6.0,6.0,5.0,0.0,1.0,485.45,0.1214,0.0546,0.0425,0.98,False,12.83,873181b2cffffff,活动网格 873181b2cffffff
873181b08ffffff,2.0,3.90565,16.29,0.0,0.5,0.0,0.5,0.0,2,2,1,1.0,1.0,2.0,-1.0,0.0476190476190476,1.0,13.81,3,mixed_evening_area,h3,活动网格 873181b08ffffff,Beijing,0.1681071211199026,0.9167,0.07,1.72,16.0,13.0,0.678,30.0,28.0,6.0,16.0,1.0,1.0,1.0,402.28,0.0,0.0,0.075,1.35,False,12.46,873181b08ffffff,活动网格 873181b08ffffff
8731aaa71ffffff,4.0,2.642725,12.9975,0.0,0.5,0.25,0.25,2.0,4,3,2,1.5,0.0,6.0,-0.3333333333333333,0.0952380952380952,0.4,13.8,3,mixed_evening_area,h3,活动网格 8731aaa71ffffff,Beijing,0.1679853925745587,0.2778,0.09,1.56,5.0,2.0,0.535,17.0,12.0,6.0,5.0,3.0,0.0,1.0,285.57,0.0,0.0,0.075,1.35,False,12.45,8731aaa71ffffff,活动网格 8731aaa71ffffff
87318cd2affffff,1.0,1.2396,20.0,0.0,1.0,0.0,1.0,1.0,2,2,1,1.0,1.0,2.0,0.0,0.0476190476190476,1.0,13.8,3,mixed_evening_area,h3,活动网格 87318cd2affffff,Beijing,0.1679853925745587,0.4167,0.29,1.72,6.0,9.0,0.773,30.0,30.0,7.0,6.0,1.0,3.0,1.0,175.4,0.0,0.0,0.15,2.7,False,11.1,87318cd2affffff,活动网格 87318cd2affffff
8731aa880ffffff,1.0,0.9541,15.02,0.0,1.0,0.0,0.0,1.0,2,2,1,1.0,1.0,2.0,0.0,0.0476190476190476,1.0,13.8,3,mixed_evening_area,h3,活动网格 8731aa880ffffff,Beijing,0.1679853925745587,0.4444,0.0233,1.56,8.0,5.0,0.559,15.0,13.0,6.0,8.0,3.0,0.0,0.0,546.75,0.0,0.0,0.15,2.7,False,11.1,8731aa880ffffff,活动网格 8731aa880ffffff
8731aa311ffffff,3.0,3.884966666666666,16.116666666666667,0.0,0.3333333333333333,0.3333333333333333,0.0,3.0,6,4,1,1.0,0.0,6.0,0.0,0.1428571428571428,0.5,13.79,3,mixed_evening_area,h3,活动网格 8731aa311ffffff,Beijing,0.1678636640292148,0.1111,0.0233,1.64,2.0,2.0,0.764,29.0,20.0,7.0,2.0,2.0,0.0,0.0,533.46,0.0,0.0,0.05,0.9,False,12.89,8731aa311ffffff,活动网格 8731aa311ffffff
8731aa6a2ffffff,2.0,13.42955,40.3,0.0,0.0,0.0,0.0,27.0,22,6,3,1.5384615384615383,1.0,29.0,0.8620689655172413,0.5238095238095238,0.787878787878788,13.76,0,return_destination,h3,活动网格 8731aa6a2ffffff,Beijing,0.1674984783931832,0.2778,0.1367,1.72,5.0,2.0,0.652,30.0,23.0,7.0,5.0,1.0,0.0,0.0,468.27,0.7858,0.3536,0.275,6.36,False,7.4,8731aa6a2ffffff,活动网格 8731aa6a2ffffff
873181846ffffff,2.0,5.4582,23.885,0.0,0.0,0.0,0.5,11.0,10,6,3,1.125,2.0,13.0,0.6923076923076923,0.238095238095238,1.411764705882353,13.72,0,return_destination,h3,活动网格 873181846ffffff,Beijing,0.1670115642118076,0.1944,0.0233,1.72,3.0,2.0,0.3,6.0,6.0,4.0,3.0,1.0,1.0,0.0,860.77,0.1215,0.0547,0.0425,0.98,False,12.74,873181846ffffff,活动网格 873181846ffffff
8731aaceeffffff,14.0,17.798257142857143,48.00714285714286,0.0,0.0,0.1428571428571428,0.3571428571428571,5.0,15,6,2,1.375,1.1428571428571428,19.0,-0.4736842105263157,0.3571428571428571,0.9022556390977444,13.72,1,transport_hub_like,h3,活动网格 8731aaceeffffff,Beijing,0.1670115642118076,0.25,0.0,1.24,4.0,5.0,0.619,30.0,24.0,5.0,4.0,7.0,1.0,2.0,331.57,1.0,0.45,0.35,8.1,False,5.62,8731aaceeffffff,活动网格 8731aaceeffffff
873181a2dffffff,4.0,12.513125,37.195,0.0,0.0,0.25,0.25,9.0,9,6,2,1.4285714285714286,1.5,13.0,0.3846153846153846,0.2142857142857142,1.0294117647058822,13.72,0,return_destination,h3,活动网格 873181a2dffffff,Beijing,0.1670115642118076,0.3889,0.2667,1.56,7.0,0.0,0.737,30.0,23.0,6.0,7.0,3.0,0.0,0.0,454.25,0.7094,0.3192,0.2483,5.75,False,7.97,873181a2dffffff,活动网格 873181a2dffffff
8731aac41ffffff,2.0,10.87885,40.065,0.0,0.0,0.5,0.0,3.0,4,3,2,1.3333333333333333,1.0,5.0,0.2,0.0952380952380952,0.8571428571428572,13.68,1,transport_hub_like,h3,活动网格 8731aac41ffffff,Beijing,0.1665246500304321,0.1667,0.0233,1.32,3.0,1.0,0.599,22.0,16.0,6.0,3.0,6.0,0.0,0.0,610.13,0.5732,0.258,0.2006,4.64,False,9.04,8731aac41ffffff,活动网格 8731aac41ffffff
873181ba6ffffff,2.0,11.1625,28.015,0.0,0.0,0.5,0.5,3.0,4,3,2,1.3333333333333333,1.0,5.0,0.2,0.0952380952380952,0.8571428571428572,13.68,1,transport_hub_like,h3,活动网格 873181ba6ffffff,Beijing,0.1665246500304321,0.7778,0.34,1.4,14.0,1.0,0.894,30.0,25.0,8.0,14.0,5.0,0.0,1.0,378.74,0.5969,0.2686,0.2089,4.83,False,8.85,873181ba6ffffff,活动网格 873181ba6ffffff
8731aac0cffffff,2.0,0.84505,5.025,0.0,1.0,0.0,0.0,5.0,5,3,2,1.5,1.0,7.0,0.4285714285714285,0.119047619047619,0.8,13.68,3,mixed_evening_area,h3,活动网格 8731aac0cffffff,Beijing,0.1665246500304321,0.3333,0.0,1.24,6.0,5.0,0.802,30.0,24.0,7.0,6.0,7.0,0.0,1.0,320.72,0.0,0.0,0.15,2.7,False,10.98,8731aac0cffffff,活动网格 8731aac0cffffff
