spatial_unit,night_date,hour,day_of_week,is_weekend,pickup_count,dropoff_count,activity_count
8731aa6a8ffffff,2008-02-05,21,1,False,0,1,1
8731aa6b1ffffff,2008-02-05,21,1,False,1,0,1
8731aa6b3ffffff,2008-02-05,21,1,False,0,1,1
8731aa6b5ffffff,2008-02-05,21,1,False,2,1,3
8731aa6c0ffffff,2008-02-05,21,1,False,0,1,1
8731aa6c4ffffff,2008-02-05,21,1,False,1,0,1
8731aa6c5ffffff,2008-02-05,21,1,False,0,1,1
8731aa6d6ffffff,2008-02-05,21,1,False,0,1,1
8731aa6e5ffffff,2008-02-05,21,1,False,1,0,1
8731aa700ffffff,2008-02-05,21,1,False,2,3,5
8731aa701ffffff,2008-02-05,21,1,False,3,1,4
8731aa703ffffff,2008-02-05,21,1,False,2,0,2
8731aa704ffffff,2008-02-05,21,1,False,7,9,16
8731aa705ffffff,2008-02-05,21,1,False,5,5,10
8731aa706ffffff,2008-02-05,21,1,False,3,1,4
8731aa708ffffff,2008-02-05,21,1,False,0,1,1
8731aa709ffffff,2008-02-05,21,1,False,1,3,4
8731aa70affffff,2008-02-05,21,1,False,0,1,1
8731aa70bffffff,2008-02-05,21,1,False,0,1,1
8731aa70cffffff,2008-02-05,21,1,False,0,3,3
8731aa70dffffff,2008-02-05,21,1,False,0,1,1
8731aa70effffff,2008-02-05,21,1,False,1,1,2
8731aa710ffffff,2008-02-05,21,1,False,1,2,3
8731aa711ffffff,2008-02-05,21,1,False,1,0,1
8731aa71cffffff,2008-02-05,21,1,False,3,2,5
8731aa71dffffff,2008-02-05,21,1,False,0,1,1
8731aa720ffffff,2008-02-05,21,1,False,6,5,11
8731aa721ffffff,2008-02-05,21,1,False,2,1,3
8731aa722ffffff,2008-02-05,21,1,False,2,8,10
8731aa723ffffff,2008-02-05,21,1,False,5,6,11
8731aa724ffffff,2008-02-05,21,1,False,1,1,2
8731aa725ffffff,2008-02-05,21,1,False,1,1,2
8731aa726ffffff,2008-02-05,21,1,False,6,2,8
8731aa728ffffff,2008-02-05,21,1,False,0,1,1
8731aa729ffffff,2008-02-05,21,1,False,1,1,2
8731aa72cffffff,2008-02-05,21,1,False,2,2,4
8731aa72dffffff,2008-02-05,21,1,False,0,1,1
8731aa72effffff,2008-02-05,21,1,False,1,2,3
8731aa730ffffff,2008-02-05,21,1,False,2,6,8
8731aa731ffffff,2008-02-05,21,1,False,3,4,7
8731aa732ffffff,2008-02-05,21,1,False,2,1,3
8731aa733ffffff,2008-02-05,21,1,False,1,2,3
8731aa734ffffff,2008-02-05,21,1,False,2,9,11
8731aa735ffffff,2008-02-05,21,1,False,2,2,4
8731aa736ffffff,2008-02-05,21,1,False,1,0,1
8731aa740ffffff,2008-02-05,21,1,False,1,1,2
8731aa746ffffff,2008-02-05,21,1,False,1,0,1
8731aa750ffffff,2008-02-05,21,1,False,0,1,1
8731aa75bffffff,2008-02-05,21,1,False,0,1,1
8731aa75cffffff,2008-02-05,21,1,False,0,1,1
8731aa75dffffff,2008-02-05,21,1,False,0,1,1
8731aa770ffffff,2008-02-05,21,1,False,1,0,1
8731aa773ffffff,2008-02-05,21,1,False,0,1,1
8731aa780ffffff,2008-02-05,21,1,False,2,0,2
8731aa781ffffff,2008-02-05,21,1,False,0,1,1
8731aa782ffffff,2008-02-05,21,1,False,1,0,1
8731aa783ffffff,2008-02-05,21,1,False,1,1,2
8731aa784ffffff,2008-02-05,21,1,False,2,2,4
8731aa785ffffff,2008-02-05,21,1,False,0,1,1
8731aa786ffffff,2008-02-05,21,1,False,3,4,7
8731aa788ffffff,2008-02-05,21,1,False,0,1,1
8731aa78bffffff,2008-02-05,21,1,False,1,0,1
8731aa793ffffff,2008-02-05,21,1,False,0,1,1
8731aa794ffffff,2008-02-05,21,1,False,1,5,6
8731aa795ffffff,2008-02-05,21,1,False,0,1,1
8731aa79bffffff,2008-02-05,21,1,False,1,1,2
8731aa79cffffff,2008-02-05,21,1,False,1,0,1
8731aa7a1ffffff,2008-02-05,21,1,False,1,2,3
8731aa7a2ffffff,2008-02-05,21,1,False,1,0,1
8731aa7a4ffffff,2008-02-05,21,1,False,1,2,3
8731aa7a9ffffff,2008-02-05,21,1,False,0,1,1
8731aa7acffffff,2008-02-05,21,1,False,1,1,2
8731aa7adffffff,2008-02-05,21,1,False,1,1,2
8731aa7b0ffffff,2008-02-05,21,1,False,0,2,2
8731aa7b2ffffff,2008-02-05,21,1,False,1,1,2
8731aa7b4ffffff,2008-02-05,21,1,False,4,8,12
8731aa7b5ffffff,2008-02-05,21,1,False,5,1,6
8731aa7b6ffffff,2008-02-05,21,1,False,0,1,1
8731aa80affffff,2008-02-05,21,1,False,0,1,1
8731aa80bffffff,2008-02-05,21,1,False,1,0,1
8731aa840ffffff,2008-02-05,21,1,False,0,1,1
8731aa858ffffff,2008-02-05,21,1,False,1,1,2
8731aa85affffff,2008-02-05,21,1,False,1,0,1
8731aa85bffffff,2008-02-05,21,1,False,1,3,4
8731aa85cffffff,2008-02-05,21,1,False,1,0,1
8731aa870ffffff,2008-02-05,21,1,False,1,0,1
8731aa871ffffff,2008-02-05,21,1,False,1,0,1
8731aa875ffffff,2008-02-05,21,1,False,0,1,1
8731aa888ffffff,2008-02-05,21,1,False,1,3,4
8731aa889ffffff,2008-02-05,21,1,False,0,1,1
8731aa88affffff,2008-02-05,21,1,False,2,1,3
8731aa88bffffff,2008-02-05,21,1,False,0,2,2
8731aa893ffffff,2008-02-05,21,1,False,1,0,1
8731aa89affffff,2008-02-05,21,1,False,1,0,1
8731aa8c0ffffff,2008-02-05,21,1,False,0,2,2
8731aa8c1ffffff,2008-02-05,21,1,False,0,2,2
8731aa8c2ffffff,2008-02-05,21,1,False,0,1,1
8731aa8c3ffffff,2008-02-05,21,1,False,0,2,2
8731aa8c4ffffff,2008-02-05,21,1,False,0,1,1
8731aa8c9ffffff,2008-02-05,21,1,False,0,1,1
8731aa8ccffffff,2008-02-05,21,1,False,1,0,1
8731aa8d4ffffff,2008-02-05,21,1,False,1,2,3
8731aa8d5ffffff,2008-02-05,21,1,False,0,1,1
8731aa8d6ffffff,2008-02-05,21,1,False,0,1,1
8731aa8deffffff,2008-02-05,21,1,False,1,1,2
8731aa8e0ffffff,2008-02-05,21,1,False,2,1,3
8731aa8e1ffffff,2008-02-05,21,1,False,1,3,4
8731aa8e2ffffff,2008-02-05,21,1,False,1,3,4
8731aa8e5ffffff,2008-02-05,21,1,False,0,2,2
8731aa8e9ffffff,2008-02-05,21,1,False,1,4,5
8731aa8ebffffff,2008-02-05,21,1,False,1,2,3
8731aa8ecffffff,2008-02-05,21,1,False,0,1,1
8731aa908ffffff,2008-02-05,21,1,False,1,0,1
8731aa91effffff,2008-02-05,21,1,False,0,1,1
8731aa959ffffff,2008-02-05,21,1,False,1,0,1
8731aa95dffffff,2008-02-05,21,1,False,0,1,1
8731aa98cffffff,2008-02-05,21,1,False,1,0,1
8731aaa08ffffff,2008-02-05,21,1,False,0,1,1
8731aaa0dffffff,2008-02-05,21,1,False,1,1,2
8731aaa1bffffff,2008-02-05,21,1,False,2,2,4
8731aaa1effffff,2008-02-05,21,1,False,0,1,1
8731aaa71ffffff,2008-02-05,21,1,False,1,0,1
8731aaa89ffffff,2008-02-05,21,1,False,0,1,1
8731aaa8affffff,2008-02-05,21,1,False,2,5,7
8731aaa8bffffff,2008-02-05,21,1,False,0,2,2
8731aaa92ffffff,2008-02-05,21,1,False,1,0,1
8731aaa93ffffff,2008-02-05,21,1,False,0,1,1
8731aaa98ffffff,2008-02-05,21,1,False,1,0,1
8731aaa99ffffff,2008-02-05,21,1,False,3,1,4
8731aaa9affffff,2008-02-05,21,1,False,4,6,10
8731aaa9bffffff,2008-02-05,21,1,False,1,1,2
8731aaa9dffffff,2008-02-05,21,1,False,1,0,1
8731aaaa1ffffff,2008-02-05,21,1,False,0,1,1
8731aaaa4ffffff,2008-02-05,21,1,False,1,0,1
8731aaaa5ffffff,2008-02-05,21,1,False,0,1,1
8731aaaadffffff,2008-02-05,21,1,False,1,0,1
8731aaab0ffffff,2008-02-05,21,1,False,0,1,1
8731aaacaffffff,2008-02-05,21,1,False,0,2,2
8731aaaccffffff,2008-02-05,21,1,False,1,3,4
8731aaad0ffffff,2008-02-05,21,1,False,0,2,2
8731aaad2ffffff,2008-02-05,21,1,False,1,2,3
8731aaad3ffffff,2008-02-05,21,1,False,1,2,3
8731aaad5ffffff,2008-02-05,21,1,False,1,0,1
8731aaad6ffffff,2008-02-05,21,1,False,0,1,1
8731aaad8ffffff,2008-02-05,21,1,False,1,0,1
8731aaad9ffffff,2008-02-05,21,1,False,3,1,4
8731aaadaffffff,2008-02-05,21,1,False,9,11,20
8731aaadbffffff,2008-02-05,21,1,False,3,9,12
8731aaadcffffff,2008-02-05,21,1,False,0,2,2
8731aaaddffffff,2008-02-05,21,1,False,1,0,1
8731aaadeffffff,2008-02-05,21,1,False,1,0,1
8731aaaf1ffffff,2008-02-05,21,1,False,1,2,3
8731aab00ffffff,2008-02-05,21,1,False,1,0,1
8731aab12ffffff,2008-02-05,21,1,False,1,0,1
8731aab16ffffff,2008-02-05,21,1,False,0,1,1
8731aab2cffffff,2008-02-05,21,1,False,0,2,2
8731aab2dffffff,2008-02-05,21,1,False,0,1,1
8731aab5affffff,2008-02-05,21,1,False,1,0,1
8731aab8dffffff,2008-02-05,21,1,False,1,0,1
8731aab94ffffff,2008-02-05,21,1,False,1,0,1
8731aaba0ffffff,2008-02-05,21,1,False,0,1,1
8731aaba1ffffff,2008-02-05,21,1,False,0,1,1
8731aaba2ffffff,2008-02-05,21,1,False,0,1,1
8731aaba3ffffff,2008-02-05,21,1,False,1,0,1
8731aabb0ffffff,2008-02-05,21,1,False,1,5,6
8731aabb1ffffff,2008-02-05,21,1,False,0,1,1
8731aabb4ffffff,2008-02-05,21,1,False,8,10,18
8731aabb5ffffff,2008-02-05,21,1,False,7,2,9
8731aabb6ffffff,2008-02-05,21,1,False,2,1,3
8731aac0bffffff,2008-02-05,21,1,False,1,1,2
8731aac0dffffff,2008-02-05,21,1,False,0,2,2
8731aac15ffffff,2008-02-05,21,1,False,0,1,1
8731aac16ffffff,2008-02-05,21,1,False,0,1,1
8731aac1bffffff,2008-02-05,21,1,False,0,1,1
8731aac49ffffff,2008-02-05,21,1,False,1,1,2
8731aac4effffff,2008-02-05,21,1,False,0,1,1
8731aac50ffffff,2008-02-05,21,1,False,1,0,1
8731aac52ffffff,2008-02-05,21,1,False,1,0,1
8731aac56ffffff,2008-02-05,21,1,False,0,1,1
8731aac5bffffff,2008-02-05,21,1,False,1,2,3
8731aac5effffff,2008-02-05,21,1,False,1,0,1
8731aac80ffffff,2008-02-05,21,1,False,1,0,1
8731aac81ffffff,2008-02-05,21,1,False,0,1,1
8731aac82ffffff,2008-02-05,21,1,False,0,4,4
8731aac86ffffff,2008-02-05,21,1,False,1,0,1
8731aac88ffffff,2008-02-05,21,1,False,1,0,1
8731aac89ffffff,2008-02-05,21,1,False,3,1,4
8731aac8affffff,2008-02-05,21,1,False,1,1,2
8731aac8bffffff,2008-02-05,21,1,False,4,0,4
8731aac8cffffff,2008-02-05,21,1,False,1,1,2
8731aac8dffffff,2008-02-05,21,1,False,1,1,2
8731aac90ffffff,2008-02-05,21,1,False,0,1,1
8731aac96ffffff,2008-02-05,21,1,False,1,0,1
8731aac98ffffff,2008-02-05,21,1,False,1,0,1
8731aac9affffff,2008-02-05,21,1,False,2,0,2
8731aac9bffffff,2008-02-05,21,1,False,2,0,2
8731aac9cffffff,2008-02-05,21,1,False,2,1,3
8731aac9dffffff,2008-02-05,21,1,False,0,1,1
8731aac9effffff,2008-02-05,21,1,False,0,1,1
8731aaca1ffffff,2008-02-05,21,1,False,0,1,1
8731aaca9ffffff,2008-02-05,21,1,False,0,1,1
8731aacaaffffff,2008-02-05,21,1,False,3,2,5
8731aacabffffff,2008-02-05,21,1,False,1,0,1
8731aacacffffff,2008-02-05,21,1,False,0,1,1
8731aacaeffffff,2008-02-05,21,1,False,0,1,1
8731aacb2ffffff,2008-02-05,21,1,False,1,0,1
8731aacb3ffffff,2008-02-05,21,1,False,1,0,1
8731aacb4ffffff,2008-02-05,21,1,False,0,1,1
8731aacb6ffffff,2008-02-05,21,1,False,0,2,2
8731aacc1ffffff,2008-02-05,21,1,False,2,2,4
8731aacc2ffffff,2008-02-05,21,1,False,1,0,1
8731aacc3ffffff,2008-02-05,21,1,False,0,1,1
8731aacc8ffffff,2008-02-05,21,1,False,0,2,2
8731aaccaffffff,2008-02-05,21,1,False,5,1,6
8731aaccbffffff,2008-02-05,21,1,False,1,1,2
8731aacccffffff,2008-02-05,21,1,False,1,1,2
8731aaccdffffff,2008-02-05,21,1,False,2,2,4
8731aacceffffff,2008-02-05,21,1,False,1,3,4
8731aacd0ffffff,2008-02-05,21,1,False,5,7,12
8731aacd1ffffff,2008-02-05,21,1,False,3,1,4
8731aacd2ffffff,2008-02-05,21,1,False,3,2,5
8731aacd3ffffff,2008-02-05,21,1,False,4,9,13
8731aacd6ffffff,2008-02-05,21,1,False,1,4,5
8731aacd8ffffff,2008-02-05,21,1,False,1,0,1
8731aacd9ffffff,2008-02-05,21,1,False,7,8,15
8731aacdbffffff,2008-02-05,21,1,False,1,1,2
8731aacdcffffff,2008-02-05,21,1,False,1,0,1
8731aacddffffff,2008-02-05,21,1,False,5,4,9
8731aacdeffffff,2008-02-05,21,1,False,3,1,4
8731aace1ffffff,2008-02-05,21,1,False,1,2,3
8731aace3ffffff,2008-02-05,21,1,False,1,1,2
8731aace4ffffff,2008-02-05,21,1,False,0,2,2
8731aace5ffffff,2008-02-05,21,1,False,1,1,2
8731aace8ffffff,2008-02-05,21,1,False,1,0,1
8731aaceaffffff,2008-02-05,21,1,False,0,1,1
8731aacedffffff,2008-02-05,21,1,False,0,1,1
8731aaceeffffff,2008-02-05,21,1,False,1,1,2
8731aacf0ffffff,2008-02-05,21,1,False,1,0,1
8731aacf1ffffff,2008-02-05,21,1,False,0,1,1
8731aacf3ffffff,2008-02-05,21,1,False,4,1,5
8731aacf4ffffff,2008-02-05,21,1,False,1,2,3
8731aad15ffffff,2008-02-05,21,1,False,0,1,1
8731aad6affffff,2008-02-05,21,1,False,0,1,1
8731aad80ffffff,2008-02-05,21,1,False,0,1,1
8731aad86ffffff,2008-02-05,21,1,False,1,0,1
8731aad88ffffff,2008-02-05,21,1,False,1,4,5
8731aad89ffffff,2008-02-05,21,1,False,4,2,6
8731aad8bffffff,2008-02-05,21,1,False,1,1,2
8731aad8cffffff,2008-02-05,21,1,False,1,0,1
8731aad8dffffff,2008-02-05,21,1,False,0,1,1
8731aad9dffffff,2008-02-05,21,1,False,0,1,1
8731aadb0ffffff,2008-02-05,21,1,False,0,2,2
8731aadb1ffffff,2008-02-05,21,1,False,1,0,1
8731aadb4ffffff,2008-02-05,21,1,False,0,1,1
8731ab4b0ffffff,2008-02-05,21,1,False,1,0,1
8731ab525ffffff,2008-02-05,21,1,False,1,0,1
8731abcd6ffffff,2008-02-05,21,1,False,0,1,1
8731abd82ffffff,2008-02-05,21,1,False,0,2,2
8731abd91ffffff,2008-02-05,21,1,False,1,1,2
8731abd92ffffff,2008-02-05,21,1,False,1,1,2
8731abd99ffffff,2008-02-05,21,1,False,1,1,2
8731abdb1ffffff,2008-02-05,21,1,False,1,0,1
8731abdb6ffffff,2008-02-05,21,1,False,0,1,1
8731ae305ffffff,2008-02-05,21,1,False,0,1,1
8731ae32effffff,2008-02-05,21,1,False,1,0,1
8731ae6a2ffffff,2008-02-05,21,1,False,1,0,1
8731ae6b3ffffff,2008-02-05,21,1,False,0,1,1
8731ae6b4ffffff,2008-02-05,21,1,False,1,0,1
8731ae6b5ffffff,2008-02-05,21,1,False,0,1,1
8731ae790ffffff,2008-02-05,21,1,False,0,1,1
8731ae79bffffff,2008-02-05,21,1,False,1,2,3
873181804ffffff,2008-02-05,22,1,False,0,1,1
873181805ffffff,2008-02-05,22,1,False,0,1,1
873181808ffffff,2008-02-05,22,1,False,1,0,1
87318180affffff,2008-02-05,22,1,False,0,1,1
87318180bffffff,2008-02-05,22,1,False,0,1,1
87318180cffffff,2008-02-05,22,1,False,1,0,1
873181813ffffff,2008-02-05,22,1,False,0,1,1
873181815ffffff,2008-02-05,22,1,False,1,0,1
87318181dffffff,2008-02-05,22,1,False,1,1,2
873181820ffffff,2008-02-05,22,1,False,3,1,4
873181824ffffff,2008-02-05,22,1,False,0,1,1
873181825ffffff,2008-02-05,22,1,False,2,2,4
873181828ffffff,2008-02-05,22,1,False,0,1,1
873181832ffffff,2008-02-05,22,1,False,0,1,1
873181835ffffff,2008-02-05,22,1,False,0,1,1
873181842ffffff,2008-02-05,22,1,False,0,1,1
873181845ffffff,2008-02-05,22,1,False,0,2,2
873181846ffffff,2008-02-05,22,1,False,0,1,1
873181849ffffff,2008-02-05,22,1,False,0,1,1
873181851ffffff,2008-02-05,22,1,False,0,1,1
873181853ffffff,2008-02-05,22,1,False,0,1,1
873181854ffffff,2008-02-05,22,1,False,0,1,1
873181855ffffff,2008-02-05,22,1,False,0,1,1
873181858ffffff,2008-02-05,22,1,False,0,1,1
87318185affffff,2008-02-05,22,1,False,0,1,1
87318185cffffff,2008-02-05,22,1,False,0,1,1
87318185effffff,2008-02-05,22,1,False,1,0,1
873181860ffffff,2008-02-05,22,1,False,0,1,1
873181863ffffff,2008-02-05,22,1,False,1,0,1
873181865ffffff,2008-02-05,22,1,False,1,0,1
873181866ffffff,2008-02-05,22,1,False,1,2,3
87318186affffff,2008-02-05,22,1,False,0,1,1
873181874ffffff,2008-02-05,22,1,False,0,1,1
873181875ffffff,2008-02-05,22,1,False,0,3,3
873181876ffffff,2008-02-05,22,1,False,1,2,3
8731818a5ffffff,2008-02-05,22,1,False,0,1,1
8731818a6ffffff,2008-02-05,22,1,False,1,1,2
8731818c4ffffff,2008-02-05,22,1,False,1,0,1
873181940ffffff,2008-02-05,22,1,False,0,1,1
873181942ffffff,2008-02-05,22,1,False,1,2,3
873181944ffffff,2008-02-05,22,1,False,0,1,1
873181945ffffff,2008-02-05,22,1,False,0,1,1
873181948ffffff,2008-02-05,22,1,False,8,5,13
873181949ffffff,2008-02-05,22,1,False,0,2,2
87318194affffff,2008-02-05,22,1,False,3,3,6
87318194bffffff,2008-02-05,22,1,False,1,1,2
87318194cffffff,2008-02-05,22,1,False,3,1,4
87318194dffffff,2008-02-05,22,1,False,2,4,6
87318194effffff,2008-02-05,22,1,False,3,1,4
873181951ffffff,2008-02-05,22,1,False,1,0,1
873181955ffffff,2008-02-05,22,1,False,0,1,1
873181956ffffff,2008-02-05,22,1,False,0,1,1
873181958ffffff,2008-02-05,22,1,False,0,1,1
873181959ffffff,2008-02-05,22,1,False,1,0,1
87318195cffffff,2008-02-05,22,1,False,1,1,2
87318195dffffff,2008-02-05,22,1,False,2,1,3
873181960ffffff,2008-02-05,22,1,False,0,1,1
873181961ffffff,2008-02-05,22,1,False,0,1,1
873181964ffffff,2008-02-05,22,1,False,0,1,1
873181968ffffff,2008-02-05,22,1,False,1,0,1
873181969ffffff,2008-02-05,22,1,False,1,0,1
87318196cffffff,2008-02-05,22,1,False,0,2,2
87318196dffffff,2008-02-05,22,1,False,3,1,4
87318198bffffff,2008-02-05,22,1,False,0,1,1
873181999ffffff,2008-02-05,22,1,False,0,1,1
873181a22ffffff,2008-02-05,22,1,False,0,1,1
873181a2dffffff,2008-02-05,22,1,False,0,2,2
873181b02ffffff,2008-02-05,22,1,False,0,1,1
873181b05ffffff,2008-02-05,22,1,False,1,1,2
873181b06ffffff,2008-02-05,22,1,False,0,1,1
873181b0effffff,2008-02-05,22,1,False,0,1,1
873181b14ffffff,2008-02-05,22,1,False,1,0,1
873181b1dffffff,2008-02-05,22,1,False,0,2,2
873181b1effffff,2008-02-05,22,1,False,0,1,1
873181b2cffffff,2008-02-05,22,1,False,1,0,1
873181b30ffffff,2008-02-05,22,1,False,1,1,2
873181b34ffffff,2008-02-05,22,1,False,1,0,1
873181b35ffffff,2008-02-05,22,1,False,1,2,3
873181b41ffffff,2008-02-05,22,1,False,0,1,1
873181b4affffff,2008-02-05,22,1,False,0,1,1
873181b4effffff,2008-02-05,22,1,False,0,1,1
873181b53ffffff,2008-02-05,22,1,False,1,0,1
873181b5affffff,2008-02-05,22,1,False,1,0,1
873181b5effffff,2008-02-05,22,1,False,0,1,1
873181b62ffffff,2008-02-05,22,1,False,0,1,1
873181b64ffffff,2008-02-05,22,1,False,0,1,1
873181b65ffffff,2008-02-05,22,1,False,1,1,2
873181b66ffffff,2008-02-05,22,1,False,0,1,1
873181b68ffffff,2008-02-05,22,1,False,0,3,3
873181b6affffff,2008-02-05,22,1,False,0,1,1
873181b6cffffff,2008-02-05,22,1,False,1,1,2
873181b75ffffff,2008-02-05,22,1,False,0,1,1
873181d6bffffff,2008-02-05,22,1,False,1,1,2
87318520dffffff,2008-02-05,22,1,False,1,0,1
873185221ffffff,2008-02-05,22,1,False,1,0,1
87318522bffffff,2008-02-05,22,1,False,0,1,1
873185240ffffff,2008-02-05,22,1,False,0,1,1
873185245ffffff,2008-02-05,22,1,False,0,1,1
873185249ffffff,2008-02-05,22,1,False,0,1,1
873185251ffffff,2008-02-05,22,1,False,4,0,4
873185253ffffff,2008-02-05,22,1,False,1,4,5
873185255ffffff,2008-02-05,22,1,False,0,2,2
873185258ffffff,2008-02-05,22,1,False,3,2,5
873185259ffffff,2008-02-05,22,1,False,1,2,3
87318525affffff,2008-02-05,22,1,False,5,5,10
87318525bffffff,2008-02-05,22,1,False,0,4,4
87318525dffffff,2008-02-05,22,1,False,0,1,1
87318525effffff,2008-02-05,22,1,False,8,1,9
873185261ffffff,2008-02-05,22,1,False,0,1,1
87318526cffffff,2008-02-05,22,1,False,1,0,1
8731852c9ffffff,2008-02-05,22,1,False,0,1,1
8731852d2ffffff,2008-02-05,22,1,False,0,1,1
8731852dbffffff,2008-02-05,22,1,False,0,1,1
8731852e9ffffff,2008-02-05,22,1,False,1,1,2
8731852ecffffff,2008-02-05,22,1,False,0,10,10
8731852edffffff,2008-02-05,22,1,False,1,2,3
873185348ffffff,2008-02-05,22,1,False,0,1,1
873185360ffffff,2008-02-05,22,1,False,0,1,1
873185368ffffff,2008-02-05,22,1,False,1,1,2
873185369ffffff,2008-02-05,22,1,False,1,0,1
87318536cffffff,2008-02-05,22,1,False,0,1,1
873185a0cffffff,2008-02-05,22,1,False,1,0,1
873185a0dffffff,2008-02-05,22,1,False,1,2,3
873185a53ffffff,2008-02-05,22,1,False,1,0,1
873185a56ffffff,2008-02-05,22,1,False,1,0,1
873185b09ffffff,2008-02-05,22,1,False,3,1,4
873185b0cffffff,2008-02-05,22,1,False,0,1,1
873185b1affffff,2008-02-05,22,1,False,1,0,1
873185b1bffffff,2008-02-05,22,1,False,0,1,1
873185b2effffff,2008-02-05,22,1,False,0,1,1
873185b41ffffff,2008-02-05,22,1,False,1,0,1
873185b50ffffff,2008-02-05,22,1,False,0,3,3
873185b52ffffff,2008-02-05,22,1,False,1,0,1
873185b53ffffff,2008-02-05,22,1,False,0,1,1
873185b54ffffff,2008-02-05,22,1,False,2,4,6
873185b56ffffff,2008-02-05,22,1,False,1,3,4
873185b5cffffff,2008-02-05,22,1,False,1,0,1
87318cd23ffffff,2008-02-05,22,1,False,1,0,1
8731a841affffff,2008-02-05,22,1,False,1,0,1
8731a8483ffffff,2008-02-05,22,1,False,2,0,2
8731a8488ffffff,2008-02-05,22,1,False,0,1,1
8731a848cffffff,2008-02-05,22,1,False,0,1,1
8731a848dffffff,2008-02-05,22,1,False,0,1,1
8731a848effffff,2008-02-05,22,1,False,1,0,1
8731a8494ffffff,2008-02-05,22,1,False,1,0,1
8731a84d1ffffff,2008-02-05,22,1,False,0,1,1
8731a84d8ffffff,2008-02-05,22,1,False,1,0,1
8731a84dcffffff,2008-02-05,22,1,False,0,1,1
8731a84ddffffff,2008-02-05,22,1,False,1,0,1
8731a84eeffffff,2008-02-05,22,1,False,0,1,1
8731aa002ffffff,2008-02-05,22,1,False,1,1,2
8731aa004ffffff,2008-02-05,22,1,False,3,4,7
8731aa005ffffff,2008-02-05,22,1,False,1,2,3
8731aa006ffffff,2008-02-05,22,1,False,2,1,3
8731aa00bffffff,2008-02-05,22,1,False,0,1,1
8731aa00cffffff,2008-02-05,22,1,False,0,1,1
8731aa013ffffff,2008-02-05,22,1,False,1,0,1
8731aa018ffffff,2008-02-05,22,1,False,0,2,2
8731aa019ffffff,2008-02-05,22,1,False,0,1,1
8731aa01bffffff,2008-02-05,22,1,False,0,2,2
8731aa01effffff,2008-02-05,22,1,False,1,0,1
8731aa020ffffff,2008-02-05,22,1,False,1,1,2
8731aa023ffffff,2008-02-05,22,1,False,1,0,1
8731aa025ffffff,2008-02-05,22,1,False,0,2,2
8731aa028ffffff,2008-02-05,22,1,False,2,2,4
8731aa029ffffff,2008-02-05,22,1,False,0,2,2
8731aa02affffff,2008-02-05,22,1,False,0,1,1
8731aa030ffffff,2008-02-05,22,1,False,7,7,14
8731aa031ffffff,2008-02-05,22,1,False,2,4,6
8731aa032ffffff,2008-02-05,22,1,False,3,1,4
8731aa033ffffff,2008-02-05,22,1,False,2,7,9
8731aa034ffffff,2008-02-05,22,1,False,4,8,12
8731aa035ffffff,2008-02-05,22,1,False,2,1,3
8731aa036ffffff,2008-02-05,22,1,False,1,6,7
8731aa041ffffff,2008-02-05,22,1,False,0,1,1
8731aa04affffff,2008-02-05,22,1,False,0,1,1
8731aa056ffffff,2008-02-05,22,1,False,1,0,1
8731aa05cffffff,2008-02-05,22,1,False,1,1,2
8731aa05dffffff,2008-02-05,22,1,False,1,0,1
8731aa060ffffff,2008-02-05,22,1,False,1,0,1
8731aa061ffffff,2008-02-05,22,1,False,1,0,1
8731aa063ffffff,2008-02-05,22,1,False,1,0,1
8731aa066ffffff,2008-02-05,22,1,False,0,2,2
8731aa069ffffff,2008-02-05,22,1,False,0,1,1
8731aa06affffff,2008-02-05,22,1,False,0,1,1
8731aa06cffffff,2008-02-05,22,1,False,1,0,1
8731aa06dffffff,2008-02-05,22,1,False,3,1,4
8731aa071ffffff,2008-02-05,22,1,False,0,1,1
8731aa072ffffff,2008-02-05,22,1,False,1,0,1
8731aa073ffffff,2008-02-05,22,1,False,0,1,1
8731aa075ffffff,2008-02-05,22,1,False,0,1,1
8731aa076ffffff,2008-02-05,22,1,False,0,1,1
8731aa08affffff,2008-02-05,22,1,False,0,1,1
8731aa08bffffff,2008-02-05,22,1,False,0,1,1
8731aa08dffffff,2008-02-05,22,1,False,0,1,1
8731aa090ffffff,2008-02-05,22,1,False,3,5,8
8731aa091ffffff,2008-02-05,22,1,False,1,2,3
8731aa092ffffff,2008-02-05,22,1,False,2,4,6
8731aa094ffffff,2008-02-05,22,1,False,5,6,11
8731aa095ffffff,2008-02-05,22,1,False,5,1,6
8731aa096ffffff,2008-02-05,22,1,False,2,5,7
8731aa09affffff,2008-02-05,22,1,False,3,6,9
8731aa09cffffff,2008-02-05,22,1,False,0,1,1
8731aa09dffffff,2008-02-05,22,1,False,2,0,2
8731aa09effffff,2008-02-05,22,1,False,1,4,5
8731aa0a0ffffff,2008-02-05,22,1,False,3,0,3
8731aa0a1ffffff,2008-02-05,22,1,False,0,1,1
8731aa0a4ffffff,2008-02-05,22,1,False,6,14,20
8731aa0a6ffffff,2008-02-05,22,1,False,3,3,6
8731aa0a8ffffff,2008-02-05,22,1,False,0,1,1
8731aa0a9ffffff,2008-02-05,22,1,False,0,1,1
8731aa0aeffffff,2008-02-05,22,1,False,1,0,1
8731aa0b0ffffff,2008-02-05,22,1,False,4,1,5
