spatial_unit,long_trip_ratio,airport_like_score,station_like_score,hub_penalty,is_transport_hub
8731aa8daffffff,0.0,0.0,0.075,1.35,False
8731aadacffffff,1.0,0.45,0.35,8.1,False
873181b04ffffff,1.0,0.45,0.35,8.1,False
8731aab86ffffff,0.5703,0.2566,0.1996,4.62,False
873185269ffffff,0.4728,0.2127,0.1743,3.83,False
8731aa72affffff,1.0,0.45,0.35,8.1,False
8731aa716ffffff,0.736,0.3312,0.2576,5.96,False
8731aa8eaffffff,0.0805,0.0362,0.0582,1.05,False
8731aa09cffffff,0.6166,0.2775,0.2158,4.99,False
8731aa231ffffff,0.4922,0.2215,0.1723,3.99,False
8731aaa82ffffff,0.3331,0.1499,0.1166,2.7,False
873185b40ffffff,0.0,0.0,0.075,1.35,False
8731aa8c8ffffff,1.0,0.45,0.35,8.1,False
873185b70ffffff,0.2536,0.1141,0.1638,2.95,False
8731aad13ffffff,0.2557,0.1151,0.0895,2.07,False
8731818d1ffffff,1.0,0.45,0.35,8.1,False
8731abcb4ffffff,0.6848,0.3082,0.2397,5.55,False
8731aad09ffffff,1.0,0.45,0.35,8.1,False
8731aa201ffffff,0.9236,0.4156,0.3233,7.48,False
8731aa6dcffffff,1.0,0.45,0.35,8.1,False
8731aa046ffffff,0.0,0.0,0.0,0.0,False
8731aac5dffffff,1.0,0.45,0.35,8.1,False
873181ae0ffffff,1.0,0.45,0.35,8.1,False
8731a84d9ffffff,0.0,0.0,0.0,0.0,False
8731a84ccffffff,0.2143,0.0965,0.075,1.74,False
8731a84a9ffffff,0.2792,0.1256,0.0977,2.26,False
8731aa0abffffff,0.6918,0.3113,0.2421,5.6,False
8731a848dffffff,0.1063,0.0478,0.0372,0.86,False
8731ae3b2ffffff,0.2937,0.1322,0.1028,2.38,False
8731aab2effffff,1.0,0.45,0.35,8.1,False
8731aa631ffffff,0.1318,0.0593,0.0761,1.37,False
8731aa113ffffff,0.5434,0.2445,0.1902,4.4,False
8731aa062ffffff,0.1769,0.0796,0.1119,2.01,False
873181802ffffff,0.0,0.0,0.075,1.35,False
873181850ffffff,0.19,0.0855,0.104,1.87,False
8731aa79cffffff,1.0,0.45,0.35,8.1,False
8731aa495ffffff,0.7077,0.3185,0.3227,5.81,False
873181872ffffff,0.4399,0.1979,0.179,3.56,False
8731aa758ffffff,0.1118,0.0503,0.0391,0.91,False
8731aa144ffffff,0.4316,0.1942,0.1511,3.5,False
8731aa44affffff,1.0,0.45,0.35,8.1,False
8731aa85affffff,0.3268,0.147,0.1394,2.65,False
8731aa115ffffff,0.4186,0.1884,0.1465,3.39,False
8731ae754ffffff,0.0,0.0,0.075,1.35,False
873185a44ffffff,0.6697,0.3014,0.3094,5.57,False
8731aa195ffffff,0.799,0.3596,0.3047,6.47,False
8731aac58ffffff,0.7215,0.3247,0.2825,5.84,False
8731aad1affffff,1.0,0.45,0.4,8.1,False
873181b1dffffff,0.8549,0.3847,0.2992,6.92,False
8731aa32effffff,0.3276,0.1474,0.1212,2.65,False
8731aa126ffffff,1.0,0.45,0.425,8.1,False
8731aa016ffffff,0.5679,0.2555,0.1988,4.6,False
8731aa1b6ffffff,0.3073,0.1383,0.1076,2.49,False
8731aa75effffff,1.0,0.45,0.35,8.1,False
8731aa324ffffff,0.4139,0.1863,0.1574,3.35,False
8731aa4a2ffffff,0.2832,0.1274,0.1179,2.29,False
8731aa66cffffff,1.0,0.45,0.41,8.1,False
8731aa164ffffff,0.6849,0.3082,0.2547,5.55,False
8731aa605ffffff,0.0,0.0,0.075,1.35,False
873181a74ffffff,1.0,0.45,0.35,8.1,False
8731852c8ffffff,0.0,0.0,0.0,0.0,False
8731ae641ffffff,0.0,0.0,0.0,0.0,False
873181859ffffff,0.1353,0.0609,0.0474,1.1,False
8731a84b4ffffff,0.759,0.3416,0.2657,6.15,False
8731aab10ffffff,1.0,0.45,0.35,8.1,False
8731aeaf6ffffff,1.0,0.45,0.35,8.1,False
8731a84f2ffffff,1.0,0.45,0.35,8.1,False
873181b4effffff,0.2716,0.1222,0.0951,2.2,False
873181b9bffffff,1.0,0.45,0.35,8.1,False
8731aad4cffffff,1.0,0.45,0.35,8.1,False
8731818c0ffffff,1.0,0.45,0.35,8.1,False
8731aad08ffffff,0.4747,0.2136,0.1662,3.85,False
8731aa7a8ffffff,1.0,0.45,0.35,8.1,False
873185a36ffffff,0.0,0.0,0.0,0.0,False
87318516cffffff,0.6272,0.2822,0.2195,5.08,False
8731858c3ffffff,1.0,0.45,0.35,8.1,False
8731aa80dffffff,0.0,0.0,0.0,0.0,False
873185818ffffff,0.4467,0.201,0.1564,3.62,False
8731aa6c2ffffff,1.0,0.45,0.35,8.1,False
8731aa616ffffff,0.7045,0.317,0.2466,5.71,False
8731aa90affffff,1.0,0.45,0.35,8.1,False
8731aa15affffff,1.0,0.45,0.35,8.1,False
8731aaa04ffffff,1.0,0.45,0.35,8.1,False
8731a84f4ffffff,0.6151,0.2768,0.2153,4.98,False
873185b00ffffff,0.0,0.0,0.0,0.0,False
8731aa8f2ffffff,1.0,0.45,0.35,8.1,False
8731aaa43ffffff,1.0,0.45,0.35,8.1,False
8731a869effffff,1.0,0.45,0.35,8.1,False
8731aabadffffff,0.6363,0.2863,0.2227,5.15,False
8731a80f6ffffff,1.0,0.45,0.35,8.1,False
8731abd8affffff,0.4681,0.2106,0.1638,3.79,False
8731aa702ffffff,0.1945,0.0875,0.1281,2.31,False
8731aa8c3ffffff,1.0,0.45,0.35,8.1,False
8731aa796ffffff,0.7674,0.3453,0.2686,6.22,False
8731aa101ffffff,0.5626,0.2532,0.1969,4.56,False
873185b59ffffff,1.0,0.45,0.35,8.1,False
8731aa12dffffff,1.0,0.45,0.35,8.1,False
873181a20ffffff,1.0,0.45,0.35,8.1,False
873181b59ffffff,0.0,0.0,0.05,0.9,False
8731aa143ffffff,1.0,0.45,0.35,8.1,False
8731aacf3ffffff,1.0,0.45,0.3636,8.1,False
8731aa658ffffff,0.0,0.0,0.075,1.35,False
8731aa685ffffff,0.9771,0.4397,0.342,7.91,False
873181828ffffff,0.4031,0.1814,0.1411,3.27,False
8731aa703ffffff,0.9492,0.4271,0.3447,7.69,False
8731aa491ffffff,1.0,0.45,0.35,8.1,False
8731aa31effffff,0.764,0.3438,0.3049,6.19,False
8731aa1a2ffffff,0.7462,0.3358,0.2612,6.04,False
8731aa309ffffff,0.6405,0.2882,0.2242,5.19,False
8731aa0a2ffffff,0.8825,0.3971,0.3089,7.15,False
873181b2dffffff,0.3543,0.1594,0.149,2.87,False
8731aa15dffffff,0.5982,0.2692,0.2469,4.85,False
8731aa620ffffff,0.7083,0.3187,0.2479,5.74,False
8731aa0a8ffffff,0.0027,0.0012,0.0009,0.02,False
873181942ffffff,0.4622,0.208,0.2218,3.99,False
8731aa646ffffff,0.0,0.0,0.15,2.7,False
8731aa313ffffff,1.0,0.45,0.3636,8.1,False
8731aa683ffffff,0.0,0.0,0.075,1.35,False
8731aaad0ffffff,0.5656,0.2545,0.198,4.58,False
8731aa89cffffff,1.0,0.45,0.35,8.1,False
8731aa002ffffff,0.1314,0.0591,0.0596,1.07,False
8731aa193ffffff,0.9227,0.4152,0.3229,7.47,False
8731aa819ffffff,0.7132,0.3209,0.2496,5.78,False
873181832ffffff,0.2877,0.1295,0.1257,2.33,False
8731aa7a5ffffff,1.0,0.45,0.35,8.1,False
8731aa6a3ffffff,0.5732,0.2579,0.2006,4.64,False
8731a80b2ffffff,1.0,0.45,0.35,8.1,False
8731aaba6ffffff,0.0,0.0,0.05,0.9,False
8731abd91ffffff,0.5545,0.2495,0.2009,4.49,False
8731aa7acffffff,0.8672,0.3902,0.3035,7.02,False
87318cd05ffffff,0.2711,0.122,0.1449,2.61,False
8731aaadeffffff,0.0682,0.0307,0.0322,0.58,False
8731aac80ffffff,0.2821,0.127,0.1362,2.45,False
8731aa1aeffffff,0.4959,0.2232,0.1736,4.02,False
8731aa8ccffffff,0.1784,0.0803,0.0749,1.44,False
8731818a0ffffff,0.4851,0.2183,0.1885,3.93,False
8731aaaaaffffff,0.3183,0.1432,0.2114,3.81,False
8731aa30effffff,1.0,0.45,0.38,8.1,False
873181813ffffff,0.1031,0.0464,0.1361,2.45,False
8731aaa30ffffff,0.647,0.2912,0.2265,5.24,False
8731aa642ffffff,0.0,0.0,0.0,0.0,False
873185b50ffffff,0.4191,0.1886,0.1654,3.39,False
8731aa662ffffff,0.0,0.0,0.075,1.35,False
8731aa001ffffff,0.1471,0.0662,0.0515,1.19,False
8731aad9cffffff,0.0,0.0,0.15,2.7,False
8731aa0dbffffff,0.2483,0.1117,0.1083,2.01,False
8731aaac9ffffff,0.18,0.081,0.1159,2.09,False
87318190cffffff,0.2384,0.1073,0.1209,2.18,False
8731abd94ffffff,0.3258,0.1466,0.189,3.4,False
873181829ffffff,0.2628,0.1183,0.1253,2.26,False
8731aa4aeffffff,0.7386,0.3324,0.2585,5.98,False
8731aac81ffffff,1.0,0.45,0.35,8.1,False
8731aa6ecffffff,0.0749,0.0337,0.0262,0.61,False
873185349ffffff,0.2958,0.1331,0.1202,2.4,False
8731aa622ffffff,0.8353,0.3759,0.3257,6.77,False
8731aa361ffffff,0.1985,0.0893,0.0695,1.61,False
8731aa0d1ffffff,0.36,0.162,0.151,2.92,False
8731aa191ffffff,1.0,0.45,0.35,8.1,False
8731aa321ffffff,0.2862,0.1288,0.1002,2.32,False
8731aa375ffffff,0.1256,0.0565,0.0676,1.22,False
8731aa31cffffff,0.6877,0.3095,0.268,5.57,False
8731aa192ffffff,1.0,0.45,0.35,8.1,False
8731aa6d6ffffff,0.0,0.0,0.0375,0.67,False
8731aa581ffffff,0.9924,0.4466,0.3473,8.04,False
8731aac4effffff,0.8971,0.4037,0.314,7.27,False
8731aa009ffffff,0.6501,0.2926,0.2412,5.27,False
8731aa61cffffff,0.5605,0.2522,0.2262,4.54,False
8731aac83ffffff,0.0,0.0,0.15,2.7,False
8731818a6ffffff,0.3602,0.1621,0.1511,2.92,False
8731aac86ffffff,0.8578,0.386,0.3002,6.95,False
8731aa4a1ffffff,0.4066,0.183,0.1423,3.29,False
873181988ffffff,0.8846,0.3981,0.3096,7.17,False
8731aa6f3ffffff,1.0,0.45,0.35,8.1,False
8731aaa93ffffff,0.7964,0.3584,0.2787,6.45,False
8731aa484ffffff,0.7542,0.3394,0.264,6.11,False
87318185cffffff,0.0,0.0,0.15,2.7,False
8731aabb0ffffff,0.4223,0.19,0.1743,3.42,False
8731aaca8ffffff,0.2352,0.1058,0.0973,1.91,False
8731aac55ffffff,0.8843,0.3979,0.3095,7.16,False
87318525dffffff,1.0,0.45,0.35,8.1,False
8731aa069ffffff,0.1596,0.0718,0.1121,2.02,False
873181943ffffff,0.2831,0.1274,0.0991,2.29,False
8731ae32effffff,0.1426,0.0642,0.0499,1.16,False
8731aa4b1ffffff,0.8266,0.3719,0.306,6.7,False
8731aaa9cffffff,0.54,0.243,0.2057,4.37,False
873181b01ffffff,0.5595,0.2518,0.1958,4.53,False
8731aa120ffffff,1.0,0.45,0.35,8.1,False
8731aa535ffffff,0.9074,0.4083,0.3364,7.35,False
87318190affffff,0.5817,0.2618,0.2172,4.71,False
873181976ffffff,0.1146,0.0516,0.0901,1.62,False
8731aa792ffffff,1.0,0.45,0.35,8.1,False
8731aa012ffffff,1.0,0.45,0.35,8.1,False
8731aa084ffffff,0.8326,0.3747,0.2914,6.74,False
873181965ffffff,0.168,0.0756,0.0588,1.36,False
8731aa770ffffff,0.333,0.1499,0.138,2.7,False
8731852e1ffffff,0.7679,0.3456,0.2688,6.22,False
8731aa4b0ffffff,0.2902,0.1306,0.1203,2.35,False
8731aa5b1ffffff,0.0263,0.0118,0.0392,0.71,False
8731aa11bffffff,0.6677,0.3005,0.2337,5.41,False
873181b35ffffff,0.0615,0.0277,0.0965,1.74,False
8731aa8f3ffffff,0.4947,0.2226,0.1731,4.01,False
8731aac90ffffff,0.4843,0.2179,0.1695,3.92,False
873181ba9ffffff,1.0,0.45,0.35,8.1,False
873181b24ffffff,0.3575,0.1609,0.1251,2.9,False
8731aac48ffffff,0.5882,0.2647,0.2059,4.76,False
8731aac5affffff,0.0222,0.01,0.0078,0.18,False
8731aa6edffffff,1.0,0.45,0.35,8.1,False
873185368ffffff,0.7198,0.3239,0.2519,5.83,False
87318185effffff,0.7537,0.3391,0.3013,6.1,False
8731aaae5ffffff,0.7143,0.3214,0.35,6.3,False
8731aadb1ffffff,1.0,0.45,0.3833,8.1,False
8731aa60bffffff,0.3889,0.175,0.1361,3.15,False
8731aa174ffffff,0.4547,0.2046,0.1592,3.68,False
8731aaacbffffff,0.7016,0.3157,0.2456,5.68,False
8731aa603ffffff,0.6161,0.2772,0.2156,4.99,False
8731aa8e3ffffff,0.192,0.0864,0.0886,1.6,False
87318cd01ffffff,1.0,0.45,0.35,8.1,False
8731aac51ffffff,1.0,0.45,0.35,8.1,False
8731aa46bffffff,0.9778,0.44,0.3422,7.92,False
8731aa119ffffff,0.764,0.3438,0.2674,6.19,False
8731aa764ffffff,1.0,0.45,0.35,8.1,False
8731aa754ffffff,0.3802,0.1711,0.1331,3.08,False
873181b18ffffff,0.1025,0.0461,0.0859,1.55,False
87318190effffff,0.2119,0.0954,0.0742,1.72,False
873181953ffffff,0.1875,0.0844,0.0806,1.52,False
8731aa4c3ffffff,0.0,0.0,0.15,2.7,False
8731aa751ffffff,0.0,0.0,0.0,0.0,False
873185254ffffff,0.0,0.0,0.0,0.0,False
8731aa022ffffff,0.4,0.18,0.14,3.24,False
8731aa6b4ffffff,0.3693,0.1662,0.1293,2.99,False
8731aa4a4ffffff,0.0213,0.0096,0.0075,0.17,False
8731abdb2ffffff,0.1224,0.0551,0.1428,2.57,False
873181868ffffff,0.0,0.0,0.15,2.7,False
873181821ffffff,0.0662,0.0298,0.0532,0.96,False
873181805ffffff,0.1786,0.0804,0.0875,1.58,False
8731aa634ffffff,0.1467,0.066,0.0813,1.46,False
873181b6affffff,0.8523,0.3835,0.2983,6.9,False
8731aa762ffffff,0.0,0.0,0.0,0.0,False
8731aa496ffffff,0.2176,0.0979,0.0762,1.76,False
8731aa172ffffff,0.0,0.0,0.15,2.7,False
8731aa6b5ffffff,0.0127,0.0057,0.0544,0.98,False
8731aa582ffffff,0.3895,0.1753,0.153,3.16,False
8731ab7b2ffffff,1.0,0.45,0.35,8.1,False
8731aa889ffffff,0.7322,0.3295,0.2563,5.93,False
873181aa8ffffff,1.0,0.45,0.38,8.1,False
873185281ffffff,1.0,0.45,0.35,8.1,False
8731aa0eeffffff,0.5634,0.2535,0.1972,4.56,False
87318181cffffff,0.0,0.0,0.0,0.0,False
8731a8d9effffff,1.0,0.45,0.35,8.1,False
87318cd0dffffff,1.0,0.45,0.35,8.1,False
8731aa49affffff,1.0,0.45,0.35,8.1,False
8731aacf5ffffff,0.0,0.0,0.0,0.0,False
873181a8cffffff,1.0,0.45,0.35,8.1,False
8731aaa84ffffff,1.0,0.45,0.35,8.1,False
873181873ffffff,0.3452,0.1553,0.1208,2.8,False
8731aa163ffffff,0.0,0.0,0.0,0.0,False
87318536dffffff,0.0,0.0,0.0,0.0,False
873181a66ffffff,0.0,0.0,0.0,0.0,False
8731aa71dffffff,0.7853,0.3534,0.2999,6.36,False
873185a62ffffff,0.8073,0.3633,0.2826,6.54,False
8731aa0ddffffff,1.0,0.45,0.35,8.1,False
873185268ffffff,0.0,0.0,0.15,2.7,False
873181a1effffff,0.0,0.0,0.15,2.7,False
87318181dffffff,0.6378,0.287,0.2232,5.17,False
8731aa70affffff,0.5239,0.2358,0.1834,4.24,False
873181946ffffff,0.1001,0.045,0.035,0.81,False
8731aa01effffff,1.0,0.45,0.35,8.1,False
8731aa606ffffff,1.0,0.45,0.35,8.1,False
8731aa1b3ffffff,0.7703,0.3467,0.2696,6.24,False
8731aa233ffffff,1.0,0.45,0.35,8.1,False
8731aaa16ffffff,0.0,0.0,0.0,0.0,False
8731ae2d6ffffff,1.0,0.45,0.35,8.1,False
8731aacb2ffffff,1.0,0.45,0.35,8.1,False
87318c931ffffff,0.0,0.0,0.075,1.35,False
8731aa3a5ffffff,0.0,0.0,0.075,1.35,False
873181974ffffff,0.4263,0.1918,0.1492,3.45,False
8731a84caffffff,1.0,0.45,0.425,8.1,False
8731aa609ffffff,0.0,0.0,0.15,2.7,False
8731aa8edffffff,0.0,0.0,0.05,0.9,False
8731aa145ffffff,1.0,0.45,0.35,8.1,False
8731aaa8bffffff,0.2963,0.1333,0.1037,2.4,False
8731aa16bffffff,0.0,0.0,0.06,1.08,False
8731aa149ffffff,0.5094,0.2292,0.2283,4.13,False
873181a12ffffff,0.3644,0.164,0.1275,2.95,False
873181d69ffffff,0.6339,0.2852,0.2219,5.13,False
873181b8bffffff,1.0,0.45,0.35,8.1,False
8731aac22ffffff,0.6425,0.2891,0.2249,5.2,False
8731aac2cffffff,0.5255,0.2365,0.1839,4.26,False
8731aa644ffffff,1.0,0.45,0.35,8.1,False
8731aa6acffffff,0.1054,0.0475,0.0369,0.85,False
8731a8772ffffff,0.5356,0.241,0.1875,4.34,False
873181b43ffffff,0.9524,0.4286,0.3333,7.71,False
8731aa621ffffff,0.384,0.1728,0.1344,3.11,False
87318cd6bffffff,1.0,0.45,0.35,8.1,False
873181a30ffffff,0.0313,0.0141,0.011,0.25,False
87318192cffffff,1.0,0.45,0.35,8.1,False
873185b1dffffff,0.1557,0.0701,0.0545,1.26,False
8731aa0c5ffffff,1.0,0.45,0.35,8.1,False
8731a8c86ffffff,0.5319,0.2393,0.1862,4.31,False
8731ab508ffffff,1.0,0.45,0.35,8.1,False
8731aa0ecffffff,0.7165,0.3224,0.2508,5.8,False
8731abc84ffffff,0.4698,0.2114,0.1644,3.81,False
8731aa235ffffff,0.2166,0.0975,0.0758,1.75,False
8731a8cacffffff,1.0,0.45,0.35,8.1,False
87318c968ffffff,1.0,0.45,0.35,8.1,False
873185341ffffff,0.0006,0.0003,0.0002,0.0,False
8731aaad4ffffff,0.2624,0.1181,0.1025,2.13,False
8731818deffffff,1.0,0.45,0.35,8.1,False
87318c920ffffff,1.0,0.45,0.35,8.1,False
87318c105ffffff,1.0,0.45,0.35,8.1,False
873181b42ffffff,0.535,0.2407,0.1872,4.33,False
873181806ffffff,0.0233,0.0105,0.0581,1.05,False
8731aa0f3ffffff,0.4439,0.1997,0.1554,3.6,False
873181886ffffff,0.0,0.0,0.0,0.0,False
8731a84edffffff,0.0,0.0,0.0,0.0,False
8731aa92effffff,0.0,0.0,0.0,0.0,False
873181962ffffff,0.0,0.0,0.0,0.0,False
8731aa059ffffff,0.0,0.0,0.0,0.0,False
8731ae260ffffff,0.0,0.0,0.0,0.0,False
873181ae8ffffff,0.0,0.0,0.0,0.0,False
873181aacffffff,0.0,0.0,0.0,0.0,False
873181a16ffffff,0.0,0.0,0.0,0.0,False
873185ae5ffffff,0.0,0.0,0.0,0.0,False
873181b0dffffff,0.0,0.0,0.0,0.0,False
8731a8709ffffff,0.0,0.0,0.0,0.0,False
873181a5dffffff,0.0,0.0,0.0,0.0,False
8731aaa11ffffff,0.0,0.0,0.0,0.0,False
8731aa748ffffff,0.0,0.0,0.0,0.0,False
8731aa663ffffff,0.0,0.0,0.0,0.0,False
8731a879dffffff,0.0,0.0,0.0,0.0,False
8731aa8a8ffffff,0.0,0.0,0.0,0.0,False
8731a8c94ffffff,0.0,0.0,0.0,0.0,False
873185344ffffff,0.0,0.0,0.0,0.0,False
8731ab484ffffff,0.0,0.0,0.0,0.0,False
8731a8770ffffff,0.0,0.0,0.0,0.0,False
8731ab48effffff,0.0,0.0,0.0,0.0,False
8731ab509ffffff,0.0,0.0,0.0,0.0,False
8731aac70ffffff,0.0,0.0,0.0,0.0,False
8731abc1bffffff,0.0,0.0,0.0,0.0,False
8731aa358ffffff,0.0,0.0,0.0,0.0,False
8731aaca6ffffff,0.0,0.0,0.0,0.0,False
8731852deffffff,0.0,0.0,0.0,0.0,False
8731aa2e0ffffff,0.0,0.0,0.0,0.0,False
87318182dffffff,0.0,0.0,0.0,0.0,False
873185319ffffff,0.0,0.0,0.0,0.0,False
87318532dffffff,0.0,0.0,0.0,0.0,False
8731818a4ffffff,0.0,0.0,0.0,0.0,False
873185661ffffff,0.0,0.0,0.0,0.0,False
8731aa16dffffff,0.0,0.0,0.0,0.0,False
8731aad93ffffff,0.0,0.0,0.0,0.0,False
8731aa128ffffff,0.0,0.0,0.0,0.0,False
873181b64ffffff,0.3495,0.1573,0.1473,2.83,False
8731aab88ffffff,0.9252,0.4163,0.3238,7.49,False
8731aa8d2ffffff,0.0742,0.0334,0.116,2.09,False
87318195effffff,0.3563,0.1603,0.1247,2.89,False
8731aac6affffff,0.2215,0.0997,0.0775,1.79,False
8731aa8e8ffffff,0.0,0.0,0.0,0.0,False
8731aa6b1ffffff,0.2973,0.1338,0.1041,2.41,False
8731aa8d4ffffff,0.7481,0.3367,0.2769,6.06,False
8731aa6a8ffffff,0.0138,0.0062,0.0048,0.11,False
8731aad9dffffff,0.3742,0.1684,0.131,3.03,False
8731abd9cffffff,0.102,0.0459,0.1107,1.99,False
873181bacffffff,0.0411,0.0185,0.0144,0.33,False
873181b2cffffff,0.1214,0.0546,0.0425,0.98,False
873181b08ffffff,0.0,0.0,0.075,1.35,False
8731aaa71ffffff,0.0,0.0,0.075,1.35,False
87318cd2affffff,0.0,0.0,0.15,2.7,False
8731aa880ffffff,0.0,0.0,0.15,2.7,False
8731aa311ffffff,0.0,0.0,0.05,0.9,False
8731aa6a2ffffff,0.7858,0.3536,0.275,6.36,False
873181846ffffff,0.1215,0.0547,0.0425,0.98,False
8731aaceeffffff,1.0,0.45,0.35,8.1,False
873181a2dffffff,0.7094,0.3192,0.2483,5.75,False
8731aac41ffffff,0.5732,0.258,0.2006,4.64,False
873181ba6ffffff,0.5969,0.2686,0.2089,4.83,False
8731aac0cffffff,0.0,0.0,0.15,2.7,False
8731aaae0ffffff,0.4502,0.2026,0.2076,3.74,False
8731aa6a5ffffff,0.0774,0.0348,0.0271,0.63,False
8731aa44bffffff,0.9847,0.4431,0.3446,7.98,False
8731aa80affffff,0.4251,0.1913,0.1761,3.44,False
8731aa8e0ffffff,0.5784,0.2603,0.2025,4.69,False
87318182effffff,0.5006,0.2253,0.2052,4.05,False
8731aac6bffffff,1.0,0.45,0.35,8.1,False
8731aacc9ffffff,1.0,0.45,0.35,8.1,False
8731aaa1bffffff,0.2628,0.1183,0.092,2.13,False
8731aa081ffffff,0.8971,0.4037,0.314,7.27,False
8731aa89affffff,0.2137,0.0961,0.0748,1.73,False
8731aacf0ffffff,0.7006,0.3153,0.2827,5.67,False
873181b73ffffff,0.5685,0.2558,0.199,4.6,False
873185a26ffffff,0.4313,0.1941,0.151,3.49,False
873181844ffffff,0.1408,0.0633,0.0493,1.14,False
8731aac43ffffff,0.8805,0.3962,0.3082,7.13,False
8731aa023ffffff,0.588,0.2646,0.2058,4.76,False
8731abd8effffff,0.2697,0.1214,0.1587,2.86,False
8731aa11dffffff,0.6783,0.3052,0.2374,5.49,False
8731aad86ffffff,1.0,0.45,0.35,8.1,False
873181b5dffffff,0.0973,0.0438,0.1341,2.41,False
8731aa793ffffff,0.8706,0.3918,0.3047,7.05,False
8731aa48affffff,0.884,0.3978,0.3094,7.16,False
873181b74ffffff,0.7161,0.3223,0.2806,5.8,False
8731aaaf6ffffff,0.4458,0.2006,0.1727,3.61,False
8731aaa0dffffff,0.9288,0.418,0.3751,7.52,False
8731aa60dffffff,0.3192,0.1436,0.1117,2.59,False
873181b41ffffff,0.0,0.0,0.0,0.0,False
873185271ffffff,0.5351,0.2408,0.1873,4.33,False
873181956ffffff,0.4122,0.1855,0.1443,3.34,False
8731aa14affffff,0.6457,0.2906,0.226,5.23,False
8731aa11effffff,0.3962,0.1783,0.1387,3.21,False
873181b19ffffff,0.9053,0.4074,0.3168,7.33,False
873181842ffffff,0.0577,0.026,0.0502,0.9,False
8731aa308ffffff,0.1416,0.0637,0.0611,1.15,False
8731aa063ffffff,0.5404,0.2432,0.1891,4.38,False
8731aa044ffffff,0.4371,0.1967,0.153,3.54,False
873185a53ffffff,1.0,0.45,0.35,8.1,False
873181855ffffff,0.0864,0.0389,0.0302,0.7,False
8731aa632ffffff,0.4465,0.2009,0.1729,3.62,False
8731aa320ffffff,0.5153,0.2319,0.1804,4.17,False
8731aa303ffffff,0.9456,0.4255,0.331,7.66,False
8731abd96ffffff,0.1795,0.0808,0.0878,1.58,False
8731aa0f1ffffff,0.1603,0.0721,0.0561,1.3,False
8731aa7adffffff,0.241,0.1085,0.1031,1.95,False
8731aa1b5ffffff,0.7698,0.3464,0.2694,6.24,False
8731aa712ffffff,0.0,0.0,0.075,1.35,False
8731aac69ffffff,0.0,0.0,0.15,2.7,False
8731aa098ffffff,1.0,0.45,0.35,8.1,False
8731aaba3ffffff,0.5775,0.2599,0.2021,4.68,False
87318181effffff,0.3837,0.1727,0.1843,3.32,False
8731aa8c5ffffff,0.3022,0.136,0.1058,2.45,False
873181810ffffff,0.0356,0.016,0.0625,1.12,False
8731aab94ffffff,0.0801,0.0361,0.078,1.4,False
8731aa536ffffff,0.4474,0.2013,0.1566,3.62,False
8731aa591ffffff,0.3121,0.1404,0.1092,2.53,False
8731aa1b1ffffff,0.836,0.3762,0.2926,6.77,False
8731aa7b3ffffff,0.0,0.0,0.0,0.0,False
8731aaaa5ffffff,0.3179,0.1431,0.1488,2.68,False
8731aa362ffffff,0.5069,0.2281,0.1774,4.11,False
8731aa78bffffff,1.0,0.45,0.35,8.1,False
8731aa135ffffff,0.6946,0.3126,0.2431,5.63,False
873181b51ffffff,0.5087,0.2289,0.178,4.12,False
8731aa728ffffff,0.3367,0.1515,0.1428,2.73,False
8731a84ebffffff,0.0584,0.0263,0.0704,1.27,False
873181a21ffffff,0.0,0.0,0.15,2.7,False
8731aa0a3ffffff,1.0,0.45,0.35,8.1,False
8731aa713ffffff,0.6896,0.3103,0.2789,5.59,False
873181b54ffffff,0.4646,0.2091,0.2001,3.76,False
8731aad8cffffff,1.0,0.45,0.35,8.1,False
8731aa30affffff,0.6956,0.313,0.2434,5.63,False
8731aa65cffffff,0.1914,0.0861,0.067,1.55,False
8731aa0daffffff,0.4874,0.2193,0.1706,3.95,False
8731aada8ffffff,1.0,0.45,0.35,8.1,False
8731aa10affffff,0.5198,0.2339,0.1819,4.21,False
8731aa160ffffff,1.0,0.45,0.35,8.1,False
8731aa870ffffff,1.0,0.45,0.35,8.1,False
8731aaba8ffffff,0.4019,0.1808,0.1407,3.26,False
8731aaadcffffff,0.2087,0.0939,0.073,1.69,False
8731aa134ffffff,0.9397,0.4229,0.3476,7.61,False
8731aa366ffffff,0.2697,0.1213,0.0944,2.18,False
8731aa493ffffff,0.5534,0.249,0.1937,4.48,False
8731aac96ffffff,0.4732,0.213,0.1956,3.83,False
8731aa790ffffff,0.3099,0.1395,0.1085,2.51,False
8731aa7aaffffff,0.3142,0.1414,0.11,2.54,False
8731aa0d0ffffff,0.0,0.0,0.0,0.0,False
8731aa6e0ffffff,0.7418,0.3338,0.2596,6.01,False
8731aaa8dffffff,0.491,0.2209,0.1933,3.98,False
8731aac33ffffff,0.2943,0.1325,0.103,2.38,False
8731aa314ffffff,0.9331,0.4199,0.3266,7.56,False
8731aa360ffffff,0.1179,0.053,0.0413,0.95,False
8731aa0f5ffffff,0.1847,0.0831,0.0646,1.5,False
87318196affffff,0.2779,0.1251,0.0973,2.25,False
8731aa155ffffff,0.8066,0.363,0.2823,6.53,False
8731a87b2ffffff,1.0,0.45,0.35,8.1,False
8731818b4ffffff,0.1499,0.0674,0.0525,1.21,False
8731aac50ffffff,0.5992,0.2696,0.2097,4.85,False
